tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,imitation_pred_norm,damage
76,imitate,49.569,-0.009089,1.923,-0.003573,0.000000,0.000000,0.202383,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.071875,0.272656,0.070273,-0.047852,0.686719,6,40.000,48.449,240.000,240.000,90.000,0.000000,0.797822,-0.065506,2.500
77,imitate,48.502,-0.009914,3.854,-0.007076,0.000000,0.000000,0.202383,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.071875,0.272656,0.070273,-0.047852,0.686719,6,40.000,48.449,240.000,240.000,90.000,0.000000,3.925044,-0.065506,2.500
78,imitate,48.249,-0.030455,4.854,-0.008797,0.000000,0.000000,0.118242,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.067969,0.145312,0.027070,-0.378711,0.736979,6,37.846,37.846,240.000,240.000,92.000,0.000000,0.652760,-0.054445,2.500
79,imitate,46.861,-0.037645,10.645,-0.020577,0.600000,0.000000,0.118242,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.067969,0.145312,0.027070,-0.378711,0.736979,6,37.846,37.846,240.000,240.000,92.000,0.000000,2.711056,-0.054445,2.500
80,imitate,47.520,-0.010464,16.533,-0.031126,0.076635,0.000000,0.105820,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.058594,0.131250,0.025430,-0.337695,0.737240,6,39.805,39.805,240.000,240.000,91.000,0.000000,3.914700,0.020830,2.500
81,imitate,48.602,-0.000950,6.224,-0.009636,0.000000,0.000000,0.105820,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.058594,0.131250,0.025430,-0.337695,0.737240,6,39.805,39.805,240.000,240.000,91.000,0.000000,0.946195,0.020830,2.500
82,imitate,47.424,0.002379,-0.061,0.000214,0.600000,0.000000,0.105820,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.058594,0.131250,0.025430,-0.337695,0.737240,6,39.805,39.805,240.000,240.000,91.000,0.000000,1.977775,0.020830,2.500
83,imitate,47.391,-0.003850,-2.599,0.004833,0.417240,0.000000,0.000625,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.004688,-0.001563,-0.002188,-0.013672,0.819010,6,40.000,49.981,240.000,240.000,90.000,0.000000,0.250738,-0.023230,2.500
84,imitate,48.562,-0.006030,0.272,-0.000465,0.000000,0.000000,0.000625,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.004688,-0.001563,-0.002188,-0.013672,0.819010,6,40.000,49.981,240.000,240.000,90.000,0.000000,0.181930,-0.023230,2.500
85,imitate,48.210,-0.006793,1.755,-0.003265,0.000000,0.000000,0.000625,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.004688,-0.001563,-0.002188,-0.013672,0.819010,6,40.000,49.981,240.000,240.000,90.000,0.000000,2.296751,-0.023230,2.500
86,imitate,47.820,-0.011883,2.653,-0.004872,0.510285,0.000000,0.020039,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.060156,-0.001563,-0.021602,-0.108008,0.843490,6,40.000,48.714,240.000,240.000,88.700,0.000000,0.196626,-0.026656,2.500
87,imitate,47.519,-0.013665,5.565,-0.010116,0.538898,0.000000,0.020039,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.060156,-0.001563,-0.021602,-0.108008,0.843490,6,40.000,48.714,240.000,240.000,88.700,0.000000,1.983153,-0.026656,2.500
88,imitate,49.392,-0.014288,6.660,-0.012150,0.000000,0.000000,0.020039,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.060156,-0.001563,-0.021602,-0.108008,0.843490,6,40.000,48.714,240.000,240.000,88.700,0.000000,0.985711,-0.026656,2.500
89,imitate,48.702,-0.012248,7.383,-0.013411,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,87.000,0.000000,3.361346,-0.027196,2.500
90,imitate,48.035,-0.011535,6.287,-0.011375,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,87.000,0.000000,0.749101,-0.027196,2.500
91,imitate,46.760,-0.011285,5.535,-0.009998,0.600000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,87.000,0.000000,1.929351,-0.027196,2.500
92,imitate,47.621,-0.042409,4.960,-0.008938,0.000000,0.031615,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,86.000,0.000000,3.808455,-0.069025,2.500
93,imitate,47.858,-0.053303,11.872,-0.022967,0.221114,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,86.000,0.000000,0.407771,-0.069025,2.500
94,imitate,47.819,-0.035366,19.803,-0.037539,0.356360,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,1.704932,-0.039877,2.500
95,imitate,48.298,-0.029088,19.165,-0.034915,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,1.585185,-0.039877,2.500
96,imitate,47.883,-0.026891,15.791,-0.028666,0.491861,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,1.286754,-0.039877,2.500
97,imitate,47.769,-0.078818,14.038,-0.025399,0.391352,0.000000,-0.108750,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.307812,-0.001563,0.107188,-0.535937,0.897917,6,30.187,30.187,240.000,240.000,84.000,0.000000,0.918561,-0.062690,2.500
98,imitate,49.667,-0.096993,22.157,-0.041960,0.000000,0.000000,-0.108750,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.307812,-0.001563,0.107188,-0.535937,0.897917,6,30.187,30.187,240.000,240.000,84.000,0.000000,1.662409,-0.062690,2.500
99,imitate,48.327,-0.058058,31.562,-0.059126,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,2.800097,-0.049795,2.500
100,imitate,47.608,-0.044431,31.682,-0.057606,0.600000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,0.385078,-0.049795,2.500
101,imitate,47.714,-0.039662,24.172,-0.043941,0.293461,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,3.786834,-0.049795,2.500
102,imitate,48.775,-0.021509,20.949,-0.037952,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,83.000,0.000000,1.819549,-0.027705,2.500
103,imitate,48.465,-0.015156,10.516,-0.019023,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,83.000,0.000000,2.069117,-0.027705,2.500
104,imitate,47.790,-0.038713,6.472,-0.011705,0.600000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,79.000,0.000000,0.147142,-0.062256,2.500
105,imitate,47.742,-0.046958,12.046,-0.023093,0.369903,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,79.000,0.000000,2.399968,-0.062256,2.500
106,imitate,48.982,-0.049844,19.459,-0.036791,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,79.000,0.000000,1.445273,-0.062256,2.500
107,imitate,47.833,-0.054344,26.890,-0.048981,0.600000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,2.950411,-0.066934,2.500
108,imitate,47.914,-0.055920,29.760,-0.054072,0.283482,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.864062,6,40.000,50.000,240.000,240.000,83.000,0.000000,0.203579,-0.066934,2.500
109,imitate,49.015,-0.065293,30.372,-0.055117,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,83.000,0.000000,0.937675,-0.078757,2.500
110,imitate,48.121,-0.068574,35.297,-0.064252,0.000000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,83.000,0.000000,1.535079,-0.078757,2.500
111,imitate,47.623,-0.069723,37.223,-0.067706,0.600000,0.000000,-0.001563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,-0.001563,0.000000,0.000000,0.863542,6,40.000,50.000,240.000,240.000,83.000,0.000000,0.845795,-0.078757,2.500
112,imitate,47.462,-0.024403,37.715,-0.068469,0.461663,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,255.000,0.000000,3.403469,-0.010216,2.500
113,imitate,49.351,0.000000,24.290,-0.041665,0.000000,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,255.000,0.000000,1.687545,-0.010216,2.500
114,imitate,48.342,0.000000,9.308,-0.013932,0.000000,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,255.000,0.000000,2.307366,-0.010216,2.500
115,imitate,47.666,-0.032479,-2.566,0.004903,0.600000,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,81.000,0.000000,0.237970,-0.060889,2.500
116,imitate,47.609,-0.043847,4.045,-0.008680,0.391943,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,81.000,0.000000,2.528413,-0.060889,2.500
117,imitate,49.436,-0.059845,12.795,-0.024949,0.000000,0.000000,0.057344,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,0.089063,0.031719,-0.158594,0.833333,6,40.000,47.059,240.000,240.000,87.000,0.000000,0.166368,-0.080088,2.500
118,imitate,48.008,-0.065444,22.712,-0.043053,0.000000,0.000000,0.057344,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.001563,0.089063,0.031719,-0.158594,0.833333,6,40.000,47.059,240.000,240.000,87.000,0.000000,2.560713,-0.080088,2.500
119,imitate,46.992,-0.074773,31.540,-0.058871,0.600000,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.844792,6,40.000,50.000,240.000,240.000,86.000,0.000000,0.794888,-0.086872,2.500
120,imitate,47.471,-0.078038,38.334,-0.070678,0.131894,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.844792,6,40.000,50.000,240.000,240.000,86.000,0.000000,4.228683,-0.086872,2.500
121,imitate,48.291,-0.079181,42.758,-0.077679,0.000000,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.844792,6,40.000,50.000,240.000,240.000,86.000,0.000000,2.123054,-0.086872,2.500
122,imitate,47.289,-0.160027,43.283,-0.078597,0.600000,0.000000,0.001719,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.007812,-0.001563,-0.003281,-0.016406,0.851302,6,40.000,49.971,240.000,240.000,86.000,0.000000,1.216552,-0.194264,2.500
123,imitate,47.106,-0.188324,50.584,-0.093375,0.559757,0.000000,0.001719,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.007812,-0.001563,-0.003281,-0.016406,0.851302,6,40.000,49.971,240.000,240.000,86.000,0.000000,0.266541,-0.194264,2.500
124,imitate,48.585,-0.198227,59.761,-0.110241,0.000000,0.000000,0.001719,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.007812,-0.001563,-0.003281,-0.016406,0.851302,6,40.000,49.971,240.000,240.000,86.000,0.000000,0.735948,-0.194264,2.500
125,imitate,47.954,-0.183076,69.954,-0.129015,0.600000,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,255.000,0.000000,2.959997,-0.169734,2.500
126,imitate,47.686,-0.177773,78.983,-0.145055,0.497802,0.000000,-0.001836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.002344,-0.001563,0.000273,-0.001367,0.863802,6,40.000,50.000,240.000,240.000,255.000,0.000000,0.541749,-0.169734,2.500
127,imitate,49.494,-0.191165,87.399,-0.160336,0.000000,0.000000,0.086602,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000781,0.132812,0.046211,0.239258,0.817969,6,40.000,43.796,240.000,240.000,255.000,0.000000,1.190159,-0.223802,2.500
128,imitate,48.256,-0.195853,96.043,-0.176270,0.000000,0.000000,0.086602,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000781,0.132812,0.046211,0.239258,0.817969,6,40.000,43.796,240.000,240.000,255.000,0.000000,2.223197,-0.223802,2.500
129,imitate,47.391,-0.061483,104.119,-0.190504,0.600000,0.000000,0.284453,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.307812,0.271875,-0.012578,0.623437,0.805729,6,26.162,26.162,240.000,240.000,255.000,0.000000,1.255267,-0.063973,2.500
130,imitate,47.099,-0.014453,85.826,-0.152442,0.597603,0.000000,0.284453,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.307812,0.271875,-0.012578,0.623437,0.805729,6,26.162,26.162,240.000,240.000,255.000,0.000000,4.641465,-0.063973,2.500
131,imitate,46.087,0.000000,54.074,-0.090912,0.000000,1.000000,0.284453,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.307812,0.271875,-0.012578,0.623437,0.805729,6,12.000,26.162,240.000,12.000,255.000,0.000000,86.407471,-0.063973,5481.513
