tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,damage
249,sensor,17.468,-0.114703,58.864,-0.118805,0.600000,0.000000,0.120937,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.348438,-0.001563,-0.350000,-0.005469,0.625260,6,23.053,23.053,240.000,240.000,255.000,0.000000,2.827059,0.000
250,sensor,18.261,-0.105028,58.498,-0.114703,0.313375,0.000000,0.120937,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.348438,-0.001563,-0.350000,-0.005469,0.625260,6,23.053,23.053,240.000,240.000,255.000,0.000000,2.481310,0.000
251,sensor,19.085,-0.103707,53.564,-0.105028,0.000000,0.037481,0.120117,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.346094,-0.001563,-0.347656,-0.009570,0.624479,6,22.895,22.895,240.000,240.000,255.000,0.000000,2.634634,0.000
252,sensor,18.481,0.196293,52.890,-0.103707,0.000000,0.000000,0.136563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.171094,0.117969,-0.053125,0.500391,0.556510,6,18.000,18.000,240.000,240.000,255.000,0.000000,0.406471,0.000
253,sensor,18.450,0.496293,-8.487,0.022856,0.000000,0.000000,0.136563,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.171094,0.117969,-0.053125,0.500391,0.556510,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.785446,0.000
254,sensor,17.816,0.619250,-57.098,0.120890,0.000000,0.000000,0.138594,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.181250,0.115625,-0.065625,0.497656,0.553646,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.553143,0.000
255,sensor,17.556,0.621413,-107.016,0.219176,0.000000,0.000000,0.138828,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.200781,0.105469,-0.095312,0.464844,0.548958,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.753987,0.000
256,sensor,17.662,0.579769,-151.839,0.305541,0.000000,0.000000,0.127930,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.201563,0.088281,-0.113281,0.441602,0.551562,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.847901,0.000
257,sensor,17.219,0.565194,-189.586,0.378844,0.000000,0.000000,0.127930,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.201563,0.088281,-0.113281,0.441602,0.551562,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.745654,0.000
258,sensor,16.752,0.325194,-223.138,0.443720,0.000000,0.000000,0.167539,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.364062,0.061719,-0.302344,0.108008,0.589063,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.777893,0.000
259,sensor,17.141,0.390861,-172.289,0.327316,0.000000,0.000000,0.097500,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.182812,0.051563,-0.131250,0.393750,0.536979,6,18.000,18.000,240.000,240.000,255.000,0.000000,0.996394,0.000
260,sensor,16.564,0.182373,-192.690,0.382965,0.600000,0.000000,0.163398,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.340625,0.067969,-0.272656,0.031445,0.595313,6,24.605,24.605,240.000,240.000,255.000,0.000000,0.862856,0.000
261,sensor,16.962,0.069082,-133.905,0.251055,0.600000,0.000000,0.149961,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.331250,0.052344,-0.278906,0.004102,0.601562,6,26.989,26.989,240.000,240.000,255.000,0.000000,1.366225,0.000
262,sensor,17.742,0.029430,-68.296,0.122296,0.600000,0.000000,0.149961,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.331250,0.052344,-0.278906,0.004102,0.601562,6,26.989,26.989,240.000,240.000,255.000,0.000000,3.080784,0.000
263,sensor,18.448,0.015601,-15.009,0.029430,0.600000,0.000000,0.153086,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.324219,0.060937,-0.263281,-0.020508,0.614583,6,26.495,26.495,240.000,240.000,255.000,0.000000,2.949173,0.000
264,sensor,19.209,0.248441,-7.956,0.015601,0.000000,0.000000,0.098320,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.144531,0.073438,-0.071094,0.269336,0.661979,6,20.076,20.076,240.000,240.000,255.000,0.000000,2.950610,0.000
265,sensor,19.132,0.338250,-37.911,0.080646,0.000000,0.000000,0.101328,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.142969,0.078906,-0.064062,0.267969,0.661458,6,20.467,20.467,240.000,240.000,255.000,0.000000,0.533598,0.000
266,sensor,19.133,0.355539,-71.757,0.146752,0.000000,0.000000,0.091523,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.146875,0.061719,-0.085156,0.291211,0.681510,6,18.152,18.152,240.000,240.000,255.000,0.000000,1.743397,0.000
267,sensor,18.647,0.361590,-102.747,0.207339,0.000000,0.000000,0.091523,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.146875,0.061719,-0.085156,0.291211,0.681510,6,18.152,18.152,240.000,240.000,255.000,0.000000,1.114116,0.000
268,sensor,18.558,0.316449,-130.823,0.261751,0.000000,0.000000,0.068750,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.150000,0.025000,-0.125000,0.311719,0.697396,6,18.000,18.000,240.000,240.000,255.000,0.000000,1.412190,0.000
269,sensor,18.288,0.176392,-153.731,0.305583,0.000000,0.000000,0.035898,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.146094,-0.023438,-0.169531,0.236523,0.713021,6,18.677,18.677,240.000,240.000,255.000,0.000000,1.094353,0.000
270,sensor,17.828,0.078324,-112.111,0.211675,0.600000,0.000000,0.018945,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.138281,-0.045312,-0.183594,0.211914,0.689583,6,19.932,19.932,240.000,240.000,255.000,0.000000,0.808247,0.000
271,sensor,18.632,0.044000,-64.468,0.118370,0.000000,0.000000,0.018945,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.138281,-0.045312,-0.183594,0.211914,0.689583,6,19.932,19.932,240.000,240.000,255.000,0.000000,1.971055,0.000
272,sensor,18.043,0.020327,-22.580,0.044000,0.600000,0.000000,0.015664,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.128906,-0.045312,-0.174219,0.190039,0.690625,6,22.067,22.067,240.000,240.000,255.000,0.000000,1.354236,0.000
