tick,time_s,speed_kph,target_speed_kph,steering,steering_wheel_deg,throttle,brake,parking,slip_deg,target_slip_deg,lateral_error_m,damage,laps
94,4.715,40.949,32.400,0.0027,2.674,0.1000,0.0165,0.0000,0.057,4.132,1.019,0.000,0
95,4.780,40.609,32.400,-0.0357,1.073,0.1000,0.0063,0.0000,0.103,4.626,1.453,0.000,0
96,4.845,40.937,32.400,-0.0560,-9.856,0.1000,0.0161,0.0000,-0.165,4.626,1.473,0.000,0
98,4.911,40.521,32.400,-0.0653,-21.467,0.1000,0.0036,0.0000,-0.432,4.626,1.495,0.000,0
99,4.979,40.947,32.400,-0.0666,-32.092,0.1000,0.0164,0.0000,-0.971,4.626,1.524,0.000,0
100,5.041,40.645,32.400,-0.0979,-33.444,0.1000,0.0074,0.0000,-0.938,5.249,1.923,0.000,0
102,5.112,40.821,32.400,-0.1032,-42.710,0.1000,0.0126,0.0000,-1.264,5.249,1.945,0.000,0
103,5.178,40.661,32.400,-0.0932,-50.093,0.1000,0.0078,0.0000,-1.384,5.249,1.976,0.000,0
104,5.243,40.541,32.400,-0.0733,-46.459,0.1000,0.0042,0.0000,-1.488,5.249,2.019,0.000,0
106,5.305,40.825,32.400,-0.0864,-37.179,0.1000,0.0127,0.0000,-1.151,5.874,2.425,0.000,0
107,5.374,40.288,32.400,-0.0789,-42.045,0.3592,0.0000,0.0000,-1.167,5.874,2.460,0.000,0
108,5.444,42.112,32.400,-0.0627,-39.103,0.1000,0.0513,0.0000,-1.394,5.874,2.505,0.000,0
110,5.513,41.102,32.400,-0.0385,-31.591,0.1000,0.0211,0.0000,-0.834,5.874,2.559,0.000,0
111,5.577,40.894,32.400,-0.0417,-19.456,0.1000,0.0148,0.0000,-0.562,6.496,2.747,0.000,0
112,5.639,40.926,32.400,-0.0327,-19.333,0.1000,0.0158,0.0000,-0.408,6.496,2.794,0.000,0
114,5.702,40.573,32.400,-0.0205,-15.448,0.1000,0.0052,0.0000,-0.425,6.496,2.845,0.000,0
115,5.772,41.036,32.400,-0.0077,-10.185,0.1000,0.0191,0.0000,-0.216,6.496,2.899,0.000,0
116,5.838,40.733,32.400,-0.0084,-4.094,0.1000,0.0100,0.0000,-0.084,6.926,2.904,0.000,0
118,5.901,40.756,32.400,-0.0057,-3.991,0.1000,0.0107,0.0000,-0.129,6.926,2.958,0.000,0
119,5.965,40.865,32.400,-0.0023,-3.023,0.1000,0.0140,0.0000,-0.078,6.926,3.012,0.000,0
120,6.028,40.566,32.400,0.0022,-1.618,0.1000,0.0050,0.0000,-0.063,6.877,3.075,0.000,0
122,6.107,40.847,32.400,0.0056,0.563,0.1000,0.0134,0.0000,-0.037,6.877,3.131,0.000,0
123,6.172,40.493,32.400,0.0086,2.585,0.1000,0.0028,0.0000,0.065,6.877,3.188,0.000,0
124,6.237,40.760,32.400,0.0108,4.279,0.1000,0.0108,0.0000,0.164,6.877,3.242,0.000,0
125,6.298,40.535,32.400,0.0097,5.325,0.1000,0.0041,0.0000,0.140,6.512,3.602,0.000,0
127,6.368,40.804,32.400,0.0084,4.787,0.1000,0.0121,0.0000,0.172,6.512,3.643,0.000,0
128,6.437,40.360,32.400,0.0069,4.104,0.3898,0.0000,0.0000,0.119,6.512,3.685,0.000,0
130,6.512,41.892,32.400,0.0043,3.288,0.1000,0.0448,0.0000,0.091,6.512,3.726,0.000,0
131,6.579,41.492,32.400,-0.0189,2.119,0.1000,0.0328,0.0000,0.130,6.129,4.433,0.000,0
132,6.640,41.142,32.400,-0.0315,-8.498,0.1000,0.0222,0.0000,-0.109,6.129,4.445,0.000,0
134,6.702,41.087,32.400,-0.0376,-15.230,0.1000,0.0206,0.0000,-0.453,6.129,4.460,0.000,0
135,6.765,40.629,32.400,-0.0671,-18.847,0.1000,0.0069,0.0000,-0.667,5.766,5.292,0.000,0
136,6.828,41.200,32.400,-0.0774,-28.141,0.1000,0.0240,0.0000,-0.753,5.766,5.281,0.000,0
137,6.890,41.005,32.400,-0.0759,-37.642,0.1000,0.0181,0.0000,-1.020,5.766,5.277,0.000,0
139,6.952,40.737,32.400,-0.0652,-37.783,0.1000,0.0101,0.0000,-1.025,5.766,5.281,0.000,0
140,7.015,40.791,32.400,-0.0790,-32.794,0.1000,0.0117,0.0000,-1.047,5.417,6.086,0.000,0
141,7.078,40.950,32.400,-0.0755,-38.356,0.1000,0.0165,0.0000,-1.166,5.417,6.070,0.000,0
142,7.148,40.716,32.400,-0.0625,-37.210,0.1000,0.0095,0.0000,-1.153,5.417,6.062,0.000,0
144,7.211,40.808,32.400,-0.0441,-31.593,0.1000,0.0122,0.0000,-0.946,5.417,6.061,0.000,0
145,7.281,40.587,32.400,-0.0591,-22.801,0.1000,0.0056,0.0000,-0.711,5.240,6.805,0.000,0
146,7.342,40.860,32.400,-0.0594,-28.608,0.1000,0.0138,0.0000,-0.756,5.240,6.779,0.000,0
148,7.415,40.664,32.400,-0.0523,-29.333,0.1000,0.0079,0.0000,-0.931,5.240,6.758,0.000,0
149,7.490,40.722,32.400,-0.0410,-26.703,0.1000,0.0097,0.0000,-0.924,5.240,6.743,0.000,0
151,7.562,40.413,32.400,-0.0542,-20.996,0.1000,0.0004,0.0000,-0.575,5.257,7.186,0.000,0
152,7.632,40.567,32.400,-0.0539,-26.292,0.1000,0.0050,0.0000,-0.655,5.257,7.153,0.000,0
154,7.701,40.480,32.400,-0.0471,-27.007,0.1000,0.0024,0.0000,-0.871,5.257,7.127,0.000,0
155,7.774,40.505,32.400,-0.0362,-23.915,0.1000,0.0031,0.0000,-0.920,5.257,7.107,0.000,0
156,7.845,40.534,32.400,-0.0316,-18.397,0.1000,0.0040,0.0000,-0.772,5.290,7.202,0.000,0
158,7.915,40.355,32.400,-0.0223,-15.717,0.3691,0.0000,0.0000,-0.604,5.290,7.182,0.000,0
159,7.985,41.980,32.400,-0.0141,-11.339,0.1000,0.0474,0.0000,-0.477,5.290,7.164,0.000,0
160,8.047,41.260,32.400,-0.0004,-7.053,0.1000,0.0258,0.0000,-0.256,5.119,7.179,0.000,0
162,8.110,40.887,32.400,0.0098,-0.546,0.1000,0.0146,0.0000,-0.069,5.119,7.164,0.000,0
163,8.172,40.995,32.400,0.0166,4.589,0.1000,0.0178,0.0000,0.195,5.119,7.150,0.000,0
164,8.247,40.746,32.400,0.0312,8.150,0.1000,0.0104,0.0000,0.214,4.624,7.231,0.000,0
166,8.314,41.123,32.400,0.0363,14.901,0.1000,0.0217,0.0000,0.446,4.624,7.212,0.000,0
167,8.382,40.762,32.400,0.0349,17.714,0.1000,0.0109,0.0000,0.471,4.624,7.189,0.000,0
168,8.450,40.872,32.400,0.0285,17.309,0.1000,0.0142,0.0000,0.611,4.624,7.161,0.000,0
170,8.509,40.730,32.400,0.0318,13.921,0.1000,0.0099,0.0000,0.308,4.001,7.275,0.000,0
171,8.575,40.705,32.400,0.0279,15.030,0.1000,0.0092,0.0000,0.517,4.001,7.241,0.000,0
172,8.635,40.803,32.400,0.0204,13.549,0.1000,0.0121,0.0000,0.469,4.001,7.206,0.000,0
173,8.695,40.705,32.400,0.0242,10.188,0.1000,0.0092,0.0000,0.341,3.376,7.329,0.000,0
175,8.765,40.598,32.400,0.0215,11.631,0.1000,0.0060,0.0000,0.301,3.376,7.288,0.000,0
176,8.828,40.653,32.400,0.0157,10.551,0.1000,0.0076,0.0000,0.243,3.376,7.244,0.000,0
177,8.889,40.712,32.400,0.0223,7.828,0.1000,0.0094,0.0000,0.066,2.700,7.370,0.000,0
178,8.949,40.712,32.400,0.0226,10.557,0.1000,0.0094,0.0000,0.312,2.700,7.321,0.000,0
180,9.011,40.556,32.400,0.0196,11.132,0.1000,0.0047,0.0000,0.408,2.700,7.271,0.000,0
181,9.073,40.501,32.400,0.0144,10.028,0.1000,0.0030,0.0000,0.371,2.700,7.219,0.000,0
182,9.134,40.418,32.400,0.1082,7.509,0.1000,0.0005,0.0000,0.278,-2.076,7.354,0.000,0
183,9.195,40.698,32.400,0.1514,19.403,0.1000,0.0090,0.0000,0.341,-2.076,7.297,0.000,0
185,9.258,40.674,32.400,0.1697,34.949,0.1000,0.0082,0.0000,0.801,-2.076,7.235,0.000,0
186,9.319,40.654,32.400,0.1721,50.662,0.1000,0.0076,0.0000,1.329,-2.076,7.164,0.000,0
187,9.385,40.362,32.400,0.1765,64.287,0.2966,0.0000,0.0000,1.490,-2.783,7.250,0.000,0
189,9.455,41.750,32.400,0.1609,76.507,0.1000,0.0405,0.0000,1.950,-2.783,7.153,0.000,0
190,9.525,40.714,32.400,0.1322,78.648,0.1000,0.0094,0.0000,2.002,-2.783,7.040,0.000,0
191,9.597,40.693,32.400,0.0903,65.250,0.1000,0.0088,0.0000,1.754,-2.783,6.907,0.000,0
193,9.659,40.984,32.400,0.0564,45.034,0.1000,0.0175,0.0000,1.543,-3.372,6.886,0.000,0
194,9.720,40.614,32.400,0.0162,27.982,0.1000,0.0064,0.0000,0.798,-3.372,6.741,0.000,0
195,9.783,40.499,32.400,-0.0210,7.994,0.1000,0.0030,0.0000,0.339,-3.372,6.596,0.000,0
196,9.847,40.676,32.400,-0.0506,-6.959,0.1000,0.0083,0.0000,-0.060,-3.372,6.451,0.000,0
198,9.908,40.638,32.400,-0.0561,-18.406,0.1000,0.0071,0.0000,-0.577,-3.968,6.414,0.000,0
199,9.969,40.621,32.400,-0.0585,-27.517,0.1000,0.0066,0.0000,-0.775,-3.968,6.278,0.000,0
200,10.029,40.501,32.400,-0.0558,-29.114,0.1000,0.0030,0.0000,-0.983,-3.968,6.151,0.000,0
201,10.091,40.491,32.400,-0.0478,-27.964,0.1000,0.0027,0.0000,-0.845,-3.968,6.029,0.000,0
203,10.156,40.647,32.400,-0.0183,-23.771,0.1000,0.0074,0.0000,-0.679,-4.703,6.037,0.000,0
204,10.236,40.340,32.400,0.0042,-9.911,0.3723,0.0000,0.0000,-0.372,-4.703,5.912,0.000,0
205,10.298,41.662,32.400,0.0190,1.661,0.1000,0.0379,0.0000,0.127,-4.703,5.783,0.000,0
207,10.360,41.297,32.400,0.0273,10.101,0.1000,0.0269,0.0000,0.386,-4.703,5.653,0.000,0
208,10.444,41.110,32.400,0.0502,14.081,0.1000,0.0213,0.0000,0.495,-5.632,5.679,0.000,0
210,10.517,40.972,32.400,0.0535,24.264,0.1000,0.0172,0.0000,0.542,-5.632,5.522,0.000,0
211,10.588,40.652,32.400,0.0445,26.554,0.1000,0.0076,0.0000,0.777,-5.632,5.358,0.000,0
213,10.651,40.894,32.400,0.0543,22.211,0.1000,0.0148,0.0000,0.633,-6.633,5.296,0.000,0
214,10.712,40.750,32.400,0.0469,25.890,0.1000,0.0105,0.0000,0.677,-6.633,5.136,0.000,0
215,10.775,40.699,32.400,0.0320,23.189,0.1000,0.0090,0.0000,0.624,-6.633,4.981,0.000,0
216,10.840,40.668,32.400,0.0139,16.208,0.1000,0.0081,0.0000,0.595,-6.633,4.822,0.000,0
218,10.903,40.824,32.400,0.0399,7.277,0.2200,0.0127,0.0000,0.080,-7.646,4.390,0.000,0
219,10.966,41.401,32.400,0.0468,15.609,0.2200,0.0300,0.0000,0.330,-7.646,4.253,0.000,0
220,11.026,41.397,32.400,0.0453,22.548,0.2200,0.0299,0.0000,0.713,-7.646,4.117,0.000,0
221,11.089,41.470,32.400,0.0374,23.319,0.2200,0.0321,0.0000,0.778,-7.646,3.976,0.000,0
223,11.151,42.119,32.400,0.0838,19.637,0.2200,0.0516,0.0000,0.575,-8.645,3.265,0.000,0
224,11.212,41.882,32.400,0.0981,28.680,0.2200,0.0445,0.0000,0.696,-8.645,3.143,0.000,0
225,11.278,42.593,32.400,0.0954,40.386,0.2200,0.0658,0.0000,1.125,-8.645,3.008,0.000,0
226,11.343,42.740,32.400,0.0807,47.356,0.2200,0.0702,0.0000,1.403,-8.645,2.857,0.000,0
228,11.414,42.824,32.400,0.1129,41.195,0.2200,0.0727,0.0000,1.167,-9.495,2.111,0.000,0
229,11.488,43.117,32.400,0.1107,50.260,0.2200,0.0815,0.0000,1.295,-9.495,1.966,0.000,0
231,11.561,42.987,32.400,0.0895,54.092,0.2200,0.0776,0.0000,1.412,-9.495,1.803,0.000,0
232,11.648,43.293,32.400,0.0557,44.766,0.2200,0.0868,0.0000,1.272,-9.495,1.624,0.000,0
234,11.717,43.406,32.400,0.0692,27.996,0.3200,0.0902,0.0000,0.818,-10.185,0.845,0.000,0
235,11.777,44.138,32.400,0.0577,31.946,0.3200,0.1121,0.0000,0.741,-10.185,0.689,0.000,0
236,11.838,44.034,32.400,0.0369,27.417,0.3200,0.1090,0.0000,0.808,-10.185,0.528,0.000,0
238,11.907,44.202,32.400,0.0712,17.978,0.3200,0.1141,1.0000,0.480,-10.846,-0.402,0.000,0
239,11.967,44.569,32.400,0.0765,26.819,0.3200,0.1251,1.0000,0.397,-10.846,-0.529,0.000,0
240,12.029,43.596,32.400,0.0692,35.928,0.3200,0.0959,1.0000,0.806,-10.846,-0.658,0.000,0
241,12.087,42.937,32.400,0.0537,34.613,0.3200,0.0761,1.0000,0.968,-10.846,-0.795,0.000,0
242,12.149,42.178,32.400,0.1032,27.629,0.3200,0.0533,1.0000,0.733,-11.514,-1.884,0.000,0
244,12.211,41.407,32.400,0.1152,35.955,0.3200,0.0302,0.0000,0.714,-11.514,-1.977,0.000,0
245,12.274,41.696,32.400,0.1090,46.923,0.3200,0.0389,0.0000,1.078,-11.514,-2.081,0.000,0
246,12.341,42.473,32.400,0.0918,52.798,0.3200,0.0622,0.0000,1.408,-11.514,-2.194,0.000,0
248,12.410,43.023,32.400,0.1394,45.962,0.3200,0.0787,0.0000,1.287,-12.123,-3.331,0.000,0
249,12.483,43.583,32.400,0.1432,55.630,0.3200,0.0955,0.0000,1.273,-12.123,-3.425,0.000,0
251,12.552,43.210,32.400,0.1234,67.700,0.3200,0.0843,0.0000,1.494,-12.123,-3.539,0.000,0
252,12.637,44.277,32.400,0.0886,60.054,0.3200,0.1163,0.0000,1.562,-12.123,-3.678,0.000,0
254,12.707,44.140,32.400,0.1172,42.881,0.3200,0.1122,0.0000,1.078,-12.699,-4.771,0.000,0
255,12.778,44.506,32.400,0.1053,51.373,0.3200,0.1232,0.0000,0.946,-12.699,-4.880,0.000,0
256,12.840,44.648,32.400,0.0745,48.118,0.3200,0.1275,0.0000,0.912,-12.699,-5.004,0.000,0
258,12.907,45.366,32.400,0.1144,33.767,0.3200,0.1490,0.0000,0.564,-13.317,-6.005,0.000,0
259,12.966,45.671,32.400,0.1156,41.679,0.3200,0.1581,0.0000,0.511,-13.317,-6.079,0.000,0
260,13.026,45.213,32.400,0.0992,50.570,0.3200,0.1444,0.0000,0.756,-13.317,-6.162,0.000,0
261,13.087,45.363,32.400,0.0731,44.999,0.3200,0.1489,0.0000,0.756,-13.317,-6.257,0.000,0
262,13.150,46.170,32.400,0.1142,33.492,0.3200,0.1731,0.0000,0.588,-13.981,-7.032,0.000,0
264,13.212,45.866,32.400,0.1174,41.249,0.3200,0.1640,0.0000,0.524,-13.981,-7.099,0.000,0
265,13.279,45.568,32.400,0.1027,50.785,0.3200,0.1550,0.0000,0.870,-13.981,-7.178,0.000,0
266,13.347,46.019,32.400,0.0783,47.096,0.3200,0.1686,0.0000,0.835,-13.981,-7.269,0.000,0
268,13.407,46.761,32.400,0.1118,36.528,0.3200,0.1908,0.0000,0.627,-14.660,-7.858,0.000,0
269,13.475,46.555,32.400,0.1107,44.791,0.3200,0.1847,0.0000,0.774,-14.660,-7.933,0.000,0
270,13.544,45.966,32.400,0.0910,50.569,0.3200,0.1670,0.0000,1.009,-14.660,-8.026,0.000,0
272,13.614,46.457,32.400,0.1255,42.372,0.3200,0.1817,0.0000,0.740,-15.469,-8.565,0.000,0
273,13.688,46.869,32.400,0.1224,51.767,0.3200,0.1941,0.0000,0.935,-15.469,-8.648,0.000,0
274,13.750,46.547,32.400,0.1632,56.317,0.3200,0.1844,0.0000,0.992,-16.264,-9.198,0.000,0
276,13.812,46.627,32.400,0.1607,67.046,0.3200,0.1868,0.0000,1.153,-16.264,-9.271,0.000,0
277,13.873,46.967,32.400,0.1350,74.148,0.3200,0.1970,0.0000,1.317,-16.264,-9.362,0.000,0
278,13.935,47.000,32.400,0.1506,62.506,0.3200,0.1980,0.0000,1.002,-16.671,-9.956,0.000,0
279,13.995,46.729,32.400,0.1308,67.030,0.3200,0.1899,0.0000,0.941,-16.671,-10.034,0.000,0
281,14.062,46.781,32.400,0.1598,56.405,0.3200,0.1914,0.0000,0.649,-16.810,-10.917,0.000,0
282,14.125,47.013,32.400,0.1482,62.618,0.3200,0.1984,0.0000,0.580,-16.810,-10.970,0.000,0
283,14.195,46.744,32.400,0.1152,59.889,0.3200,0.1903,0.0000,0.647,-16.810,-11.040,0.000,0
285,14.264,47.084,32.400,0.1579,44.841,0.3200,0.2005,0.0000,0.183,-16.947,-12.048,0.000,0
286,14.327,47.083,32.400,0.1525,51.680,0.3200,0.2005,0.0000,0.136,-16.947,-12.080,0.000,0
287,14.394,47.113,32.400,0.2123,56.846,0.3200,0.2014,0.0000,0.337,-16.916,-13.045,0.000,0
289,14.476,47.281,32.400,0.2164,69.151,0.3200,0.2064,0.0000,0.591,-16.916,-13.040,0.000,0
291,14.575,46.568,32.400,0.2731,82.158,0.3200,0.1850,0.0000,0.845,-16.810,-13.896,0.000,0
293,14.665,46.569,32.400,0.2625,96.068,0.3200,0.1851,0.0000,0.799,-16.810,-13.854,0.000,0
295,14.754,47.220,32.400,0.3242,100.361,0.3200,0.2046,0.0000,0.769,-16.799,-14.659,0.000,0
296,14.842,46.372,32.400,0.3043,111.415,0.3200,0.1792,0.0000,0.408,-16.799,-14.576,0.000,0
298,14.913,46.469,32.400,0.3745,109.725,0.3200,0.1821,0.0000,0.252,-16.822,-15.132,0.000,0
299,14.989,46.048,32.400,0.3581,119.847,0.3200,0.1694,0.0000,-0.150,-16.822,-15.007,0.000,0
301,15.063,45.799,32.400,0.4096,123.186,0.3200,0.1620,0.0000,-0.579,-16.841,-15.202,0.000,0
302,15.134,45.966,32.400,0.4719,129.463,0.3200,0.1670,0.0000,-1.146,-16.604,-15.334,0.000,0
304,15.209,45.481,32.400,0.5243,138.712,0.3200,0.1524,0.0000,-1.480,-15.759,-15.532,0.000,0
305,15.284,45.433,32.400,0.6679,148.609,0.3200,0.1510,0.0000,-2.150,-13.767,-16.754,0.000,0
307,15.370,45.031,32.400,0.7353,162.939,0.3200,0.1389,0.0000,-2.905,-13.474,-16.882,0.000,0
309,15.451,44.780,32.400,0.7618,178.183,0.3200,0.1314,0.0000,-3.642,-13.202,-17.008,0.000,0
310,15.538,44.749,32.400,0.7444,192.203,0.3200,0.1305,0.0000,-4.474,-13.021,-16.860,0.000,0
312,15.626,44.100,32.400,0.6769,203.207,0.3200,0.1110,0.0000,-5.389,-13.021,-16.416,0.000,0
314,15.713,44.460,32.400,0.6280,195.211,0.3200,0.1218,0.0000,-6.719,-13.426,-16.381,0.000,0
315,15.796,44.371,32.400,0.5422,171.258,0.3200,0.1191,0.0000,-7.590,-13.426,-15.971,0.000,0
317,15.879,45.142,32.400,0.5265,135.730,0.2200,0.1423,0.0000,-9.022,-14.085,-16.261,0.000,0
319,15.958,43.935,32.400,0.5427,128.180,0.2200,0.1060,0.0000,-10.309,-14.646,-16.578,0.000,0
320,16.040,43.781,32.400,0.4876,132.856,0.2200,0.1014,0.0000,-11.530,-14.646,-16.171,0.000,0
322,16.128,43.405,32.400,0.4787,112.201,0.2200,0.0901,0.0000,-12.466,-14.847,-16.499,0.000,0
324,16.218,43.074,32.400,0.4075,109.319,0.2200,0.0802,0.0000,-13.833,-14.847,-16.110,0.000,0
326,16.302,43.284,32.400,0.3720,78.916,0.2200,0.0865,0.0000,-15.015,-14.443,-16.479,0.000,0
327,16.388,42.743,32.400,0.2813,61.929,0.2200,0.0703,0.0000,-16.137,-14.443,-16.093,0.000,0
329,16.482,43.111,32.400,0.2124,18.002,0.2200,0.0813,0.0000,-17.688,-14.151,-16.245,0.000,0
