tick,time_s,speed_kph,target_speed_kph,steering,steering_wheel_deg,throttle,brake,parking,slip_deg,target_slip_deg,lateral_error_m,damage,laps
99,4.983,40.513,32.400,-0.0752,-40.088,0.1000,0.0034,0.0000,-1.219,4.626,1.898,0.000,0
101,5.051,40.559,32.400,-0.0973,-37.622,0.1000,0.0048,0.0000,-1.170,5.249,2.403,0.000,0
102,5.113,40.659,32.400,-0.0958,-46.032,0.1000,0.0078,0.0000,-1.342,5.249,2.424,0.000,0
103,5.176,40.425,32.400,-0.0813,-46.983,0.1000,0.0007,0.0000,-1.345,5.249,2.454,0.000,0
104,5.239,40.765,32.400,-0.0592,-40.960,0.1000,0.0109,0.0000,-1.183,5.249,2.493,0.000,0
106,5.305,40.180,32.400,-0.0706,-30.401,0.3676,0.0000,0.0000,-0.923,5.874,3.003,0.000,0
107,5.368,41.859,32.400,-0.0656,-34.241,0.1000,0.0438,0.0000,-1.003,5.874,3.033,0.000,0
108,5.429,41.091,32.400,-0.0517,-32.171,0.1000,0.0207,0.0000,-1.023,5.874,3.069,0.000,0
109,5.495,40.856,32.400,-0.0327,-25.901,0.1000,0.0137,0.0000,-0.683,5.874,3.111,0.000,0
111,5.559,40.752,32.400,-0.0396,-16.594,0.1000,0.0106,0.0000,-0.476,6.496,3.397,0.000,0
112,5.627,40.601,32.400,-0.0349,-18.640,0.1000,0.0060,0.0000,-0.419,6.496,3.435,0.000,0
113,5.694,40.801,32.400,-0.0264,-16.749,0.1000,0.0120,0.0000,-0.549,6.496,3.476,0.000,0
115,5.757,40.742,32.400,-0.0154,-13.300,0.1000,0.0102,0.0000,-0.338,6.496,3.522,0.000,0
116,5.828,40.805,32.400,-0.0152,-7.950,0.1000,0.0122,0.0000,-0.229,6.926,3.594,0.000,0
117,5.898,40.718,32.400,-0.0105,-7.373,0.1000,0.0095,0.0000,-0.139,6.926,3.642,0.000,0
119,5.966,40.515,32.400,-0.0054,-5.407,0.1000,0.0034,0.0000,-0.267,6.926,3.692,0.000,0
120,6.030,40.805,32.400,0.0010,-3.052,0.1000,0.0122,0.0000,0.008,6.877,3.741,0.000,0
121,6.092,40.516,32.400,0.0057,0.069,0.1000,0.0035,0.0000,-0.096,6.877,3.789,0.000,0
123,6.157,40.780,32.400,0.0099,2.643,0.1000,0.0114,0.0000,0.215,6.877,3.835,0.000,0
124,6.219,40.525,32.400,0.0121,4.886,0.1000,0.0038,0.0000,0.075,6.877,3.880,0.000,0
125,6.282,40.586,32.400,0.0096,5.914,0.1000,0.0056,0.0000,0.142,6.512,4.167,0.000,0
127,6.361,40.647,32.400,0.0075,4.774,0.1000,0.0074,0.0000,0.231,6.512,4.200,0.000,0
128,6.421,40.454,32.400,0.0050,3.577,0.1000,0.0016,0.0000,0.111,6.512,4.234,0.000,0
129,6.488,40.524,32.400,0.0029,2.417,0.1000,0.0037,0.0000,0.119,6.512,4.266,0.000,0
131,6.550,40.545,32.400,-0.0221,1.210,0.1000,0.0044,0.0000,-0.071,6.129,4.897,0.000,0
132,6.613,40.593,32.400,-0.0352,-8.863,0.1000,0.0058,0.0000,-0.047,6.129,4.902,0.000,0
133,6.676,40.450,32.400,-0.0418,-16.972,0.1000,0.0015,0.0000,-0.462,6.129,4.909,0.000,0
134,6.739,40.472,32.400,-0.0423,-20.976,0.1000,0.0021,0.0000,-0.811,6.129,4.922,0.000,0
136,6.804,40.536,32.400,-0.0678,-21.478,0.1000,0.0041,0.0000,-0.683,5.766,5.662,0.000,0
137,6.879,40.658,32.400,-0.0738,-30.204,0.1000,0.0077,0.0000,-0.739,5.766,5.649,0.000,0
139,6.950,40.428,32.400,-0.0691,-36.031,0.1000,0.0008,0.0000,-1.092,5.766,5.644,0.000,0
140,7.014,40.499,32.400,-0.0882,-34.764,0.1000,0.0030,0.0000,-1.170,5.417,6.385,0.000,0
141,7.078,40.368,32.400,-0.0869,-43.084,0.3526,0.0000,0.0000,-1.189,5.417,6.361,0.000,0
142,7.141,41.913,32.400,-0.0770,-43.190,0.1000,0.0454,0.0000,-1.546,5.417,6.347,0.000,0
144,7.200,40.848,32.400,-0.0568,-38.708,0.1000,0.0134,0.0000,-1.166,5.417,6.341,0.000,0
145,7.261,40.969,32.400,-0.0684,-28.751,0.1000,0.0171,0.0000,-0.748,5.240,7.057,0.000,0
146,7.321,40.850,32.400,-0.0634,-32.623,0.1000,0.0135,0.0000,-0.789,5.240,7.030,0.000,0
147,7.382,40.699,32.400,-0.0518,-30.686,0.1000,0.0090,0.0000,-0.875,5.240,7.009,0.000,0
149,7.450,40.823,32.400,-0.0372,-25.946,0.1000,0.0127,0.0000,-0.738,5.240,6.993,0.000,0
150,7.526,40.822,32.400,-0.0498,-19.056,0.1000,0.0127,0.0000,-0.592,5.257,7.448,0.000,0
151,7.599,40.602,32.400,-0.0493,-24.056,0.1000,0.0061,0.0000,-0.609,5.257,7.414,0.000,0
153,7.668,40.927,32.400,-0.0440,-24.628,0.1000,0.0158,0.0000,-0.940,5.257,7.386,0.000,0
154,7.738,40.603,32.400,-0.0341,-22.416,0.1000,0.0061,0.0000,-0.820,5.257,7.363,0.000,0
156,7.806,40.683,32.400,-0.0303,-17.393,0.1000,0.0085,0.0000,-0.444,5.290,7.464,0.000,0
157,7.877,40.484,32.400,-0.0226,-15.131,0.1000,0.0025,0.0000,-0.486,5.290,7.440,0.000,0
159,7.959,40.521,32.400,-0.0143,-11.544,0.1000,0.0036,0.0000,-0.507,5.290,7.418,0.000,0
160,8.037,40.504,32.400,-0.0057,-7.327,0.1000,0.0031,0.0000,-0.318,5.290,7.396,0.000,0
162,8.109,40.691,32.400,0.0049,-3.095,0.1000,0.0087,0.0000,-0.084,5.119,7.376,0.000,0
163,8.172,40.646,32.400,0.0113,2.050,0.1000,0.0074,0.0000,0.044,5.119,7.356,0.000,0
164,8.234,40.458,32.400,0.0136,5.277,0.1000,0.0017,0.0000,-0.056,5.119,7.336,0.000,0
165,8.297,40.516,32.400,0.0236,6.494,0.1000,0.0035,0.0000,0.194,4.624,7.324,0.000,0
167,8.357,40.571,32.400,0.0266,11.090,0.1000,0.0051,0.0000,0.384,4.624,7.302,0.000,0
168,8.421,40.389,32.400,0.0249,12.887,0.3712,0.0000,0.0000,0.366,4.624,7.277,0.000,0
169,8.487,41.683,32.400,0.0292,12.254,0.1000,0.0385,0.0000,0.199,4.001,7.283,0.000,0
171,8.565,41.151,32.400,0.0277,14.168,0.1000,0.0225,0.0000,0.499,4.001,7.249,0.000,0
172,8.627,40.982,32.400,0.0211,13.426,0.1000,0.0175,0.0000,0.294,4.001,7.212,0.000,0
173,8.693,40.858,32.400,0.0232,10.320,0.1000,0.0137,0.0000,0.269,3.376,7.221,0.000,0
175,8.754,40.802,32.400,0.0195,11.042,0.1000,0.0121,0.0000,0.284,3.376,7.179,0.000,0
176,8.819,40.659,32.400,0.0138,9.536,0.1000,0.0078,0.0000,0.389,3.376,7.134,0.000,0
177,8.891,41.115,32.400,0.0056,6.809,0.1000,0.0214,0.0000,0.062,3.376,7.088,0.000,0
179,8.962,40.616,32.400,0.0104,2.841,0.1000,0.0065,0.0000,0.174,2.700,7.087,0.000,0
180,9.031,40.703,32.400,0.0099,4.752,0.1000,0.0091,0.0000,0.160,2.700,7.034,0.000,0
181,9.099,40.866,32.400,0.0069,4.920,0.1000,0.0140,0.0000,0.008,2.700,6.981,0.000,0
183,9.166,40.695,32.400,0.1012,3.654,0.1000,0.0088,0.0000,0.156,-2.076,6.975,0.000,0
184,9.228,40.638,32.400,0.1468,16.843,0.1000,0.0072,0.0000,0.370,-2.076,6.918,0.000,0
185,9.291,40.764,32.400,0.1666,33.538,0.1000,0.0109,0.0000,0.744,-2.076,6.857,0.000,0
187,9.352,40.848,32.400,0.1700,49.458,0.1000,0.0135,0.0000,1.234,-2.076,6.790,0.000,0
188,9.415,40.498,32.400,0.1733,63.041,0.1000,0.0030,0.0000,1.542,-2.783,6.754,0.000,0
189,9.477,40.636,32.400,0.1588,75.049,0.1000,0.0071,0.0000,1.806,-2.783,6.665,0.000,0
190,9.542,40.627,32.400,0.1316,77.420,0.1000,0.0068,0.0000,2.065,-2.783,6.562,0.000,0
192,9.600,40.509,32.400,0.0940,65.495,0.1000,0.0033,0.0000,1.785,-2.783,6.447,0.000,0
193,9.662,40.736,32.400,0.0629,47.790,0.1000,0.0101,0.0000,1.624,-3.372,6.336,0.000,0
194,9.724,40.575,32.400,0.0255,31.991,0.1000,0.0053,0.0000,1.155,-3.372,6.205,0.000,0
195,9.787,40.404,32.400,-0.0118,12.980,0.1000,0.0001,0.0000,0.419,-3.372,6.067,0.000,0
197,9.853,40.349,32.400,-0.0427,-4.411,0.3789,0.0000,0.0000,0.001,-3.372,5.925,0.000,0
198,9.922,41.709,32.400,-0.0532,-16.465,0.1000,0.0393,0.0000,-0.601,-3.968,5.782,0.000,0
199,9.989,40.994,32.400,-0.0577,-25.977,0.1000,0.0178,0.0000,-0.742,-3.968,5.635,0.000,0
201,10.053,40.994,32.400,-0.0554,-28.656,0.1000,0.0178,0.0000,-0.895,-3.968,5.497,0.000,0
202,10.114,40.926,32.400,-0.0471,-27.845,0.1000,0.0158,0.0000,-0.895,-3.968,5.369,0.000,0
203,10.179,40.475,32.400,-0.0192,-23.432,0.1000,0.0023,0.0000,-0.704,-4.703,5.252,0.000,0
204,10.241,40.893,32.400,0.0021,-10.192,0.1000,0.0148,0.0000,-0.367,-4.703,5.139,0.000,0
206,10.319,40.629,32.400,0.0178,0.602,0.1000,0.0069,0.0000,0.126,-4.703,5.024,0.000,0
207,10.380,40.838,32.400,0.0455,9.072,0.1000,0.0131,0.0000,0.271,-5.632,4.907,0.000,0
208,10.440,40.350,32.400,0.0564,18.735,0.3768,0.0000,0.0000,0.428,-5.632,4.788,0.000,0
210,10.507,42.061,32.400,0.0545,27.114,0.1000,0.0498,0.0000,0.743,-5.632,4.666,0.000,0
211,10.566,41.082,32.400,0.0447,27.118,0.1000,0.0205,0.0000,0.853,-5.632,4.540,0.000,0
212,10.626,41.128,32.400,0.0519,22.397,0.1000,0.0218,0.0000,0.598,-6.633,4.336,0.000,0
213,10.693,41.059,32.400,0.0448,24.738,0.1000,0.0198,0.0000,0.750,-6.633,4.210,0.000,0
215,10.771,40.908,32.400,0.0291,21.712,0.1000,0.0152,0.0000,0.752,-6.633,4.056,0.000,0
216,10.832,40.910,32.400,0.0093,14.447,0.1000,0.0153,0.0000,0.540,-6.633,3.894,0.000,0
218,10.904,40.929,32.400,0.0316,4.783,0.2200,0.0159,0.0000,0.292,-7.646,3.277,0.000,0
219,10.972,41.395,32.400,0.0363,14.267,0.2200,0.0299,0.0000,0.291,-7.646,3.134,0.000,0
220,11.042,41.745,32.400,0.0332,17.950,0.2200,0.0404,0.0000,0.534,-7.646,2.985,0.000,0
222,11.104,42.008,32.400,0.0241,17.309,0.2200,0.0482,0.0000,0.609,-7.646,2.832,0.000,0
223,11.167,41.937,32.400,0.0682,12.532,0.2200,0.0461,0.0000,0.463,-8.645,1.967,0.000,0
224,11.229,42.637,32.400,0.0828,21.854,0.2200,0.0671,0.0000,0.478,-8.645,1.855,0.000,0
225,11.292,42.321,32.400,0.0832,33.400,0.2200,0.0576,0.0000,0.822,-8.645,1.737,0.000,0
227,11.354,43.004,32.400,0.0740,41.331,0.2200,0.0781,0.0000,1.174,-8.645,1.613,0.000,0
228,11.412,42.503,32.400,0.1107,37.827,0.2200,0.0631,0.0000,1.093,-9.495,0.761,0.000,0
229,11.480,43.382,32.400,0.1154,46.235,0.2200,0.0895,0.0000,1.210,-9.495,0.655,0.000,0
230,11.543,42.788,32.400,0.1026,55.816,0.2200,0.0716,0.0000,1.364,-9.495,0.538,0.000,0
232,11.611,43.334,32.400,0.0783,51.076,0.2200,0.0880,0.0000,1.454,-9.495,0.405,0.000,0
233,11.672,43.705,32.400,0.0967,39.784,0.3200,0.0992,0.0000,1.082,-10.185,-0.454,0.000,0
234,11.737,44.426,32.400,0.0874,46.263,0.3200,0.1208,0.0000,0.998,-10.185,-0.572,0.000,0
236,11.804,44.350,32.400,0.0643,42.137,0.3200,0.1185,0.0000,1.113,-10.185,-0.707,0.000,0
237,11.867,44.607,32.400,0.0898,31.419,0.3200,0.1262,1.0000,0.725,-10.846,-1.747,0.000,0
238,11.935,44.773,32.400,0.0849,39.172,0.3200,0.1312,1.0000,0.700,-10.846,-1.860,0.000,0
240,12.015,43.799,32.400,0.0649,39.556,0.3200,0.1020,1.0000,0.927,-10.846,-1.991,0.000,0
241,12.082,42.804,32.400,0.0366,31.664,0.3200,0.0721,1.0000,0.833,-10.846,-2.136,0.000,0
242,12.148,41.341,32.400,0.0733,17.816,0.3200,0.0282,1.0000,0.387,-11.514,-3.346,0.000,0
244,12.209,40.849,32.400,0.0792,26.140,0.3200,0.0135,0.0000,0.273,-11.514,-3.437,0.000,0
245,12.271,41.473,32.400,0.0729,36.003,0.3200,0.0322,0.0000,0.741,-11.514,-3.530,0.000,0
246,12.329,42.184,32.400,0.0587,35.138,0.3200,0.0535,0.0000,0.746,-11.514,-3.629,0.000,0
247,12.390,42.715,32.400,0.1129,29.170,0.3200,0.0695,0.0000,0.654,-12.123,-4.838,0.000,0
248,12.450,42.861,32.400,0.1293,38.323,0.3200,0.0738,0.0000,0.816,-12.123,-4.897,0.000,0
250,12.516,42.905,32.400,0.1265,49.448,0.3200,0.0751,0.0000,1.150,-12.123,-4.963,0.000,0
251,12.587,43.586,32.400,0.1119,60.975,0.3200,0.0956,0.0000,1.471,-12.123,-5.046,0.000,0
252,12.646,43.525,32.400,0.1605,55.620,0.3200,0.0937,0.0000,1.328,-12.699,-6.215,0.000,0
254,12.705,43.936,32.400,0.1668,64.712,0.3200,0.1061,0.0000,1.506,-12.699,-6.267,0.000,0
255,12.768,44.941,32.400,0.1499,74.713,0.3200,0.1362,0.0000,1.608,-12.699,-6.332,0.000,0
256,12.828,44.702,32.400,0.1170,71.845,0.3200,0.1291,0.0000,1.496,-12.699,-6.412,0.000,0
258,12.904,45.154,32.400,0.1483,55.464,0.3200,0.1426,0.0000,1.102,-13.317,-7.519,0.000,0
259,12.979,45.229,32.400,0.1332,62.872,0.3200,0.1449,0.0000,0.902,-13.317,-7.583,0.000,0
260,13.050,45.361,32.400,0.0964,58.308,0.3200,0.1488,0.0000,1.029,-13.317,-7.669,0.000,0
262,13.121,45.192,32.400,0.1158,40.463,0.3200,0.1438,0.0000,0.450,-13.981,-8.605,0.000,0
263,13.186,45.658,32.400,0.0990,46.081,0.3200,0.1577,0.0000,0.310,-13.981,-8.670,0.000,0
264,13.247,45.695,32.400,0.0675,38.839,0.3200,0.1588,0.0000,0.417,-13.981,-8.749,0.000,0
266,13.313,45.841,32.400,0.0309,25.568,0.3200,0.1632,0.0000,0.089,-13.981,-8.835,0.000,0
267,13.372,46.245,32.400,0.0567,9.081,0.3200,0.1754,0.0000,-0.278,-14.660,-9.555,0.000,0
268,13.435,46.012,32.400,0.0573,16.042,0.3200,0.1684,0.0000,-0.412,-14.660,-9.609,0.000,0
269,13.496,46.051,32.400,0.0504,21.396,0.3200,0.1695,0.0000,0.154,-14.660,-9.672,0.000,0
271,13.561,45.862,32.400,0.1016,21.241,0.3200,0.1639,0.0000,0.360,-15.469,-10.348,0.000,0
272,13.621,46.223,32.400,0.1195,32.142,0.3200,0.1747,0.0000,0.501,-15.469,-10.391,0.000,0
273,13.683,46.566,32.400,0.1200,44.607,0.3200,0.1850,0.0000,0.889,-15.469,-10.442,0.000,0
274,13.744,46.563,32.400,0.1704,56.329,0.3200,0.1849,0.0000,1.149,-16.264,-11.100,0.000,0
276,13.809,46.558,32.400,0.1800,67.259,0.3200,0.1847,0.0000,1.399,-16.264,-11.136,0.000,0
277,13.871,46.477,32.400,0.1652,78.756,0.3200,0.1823,0.0000,1.652,-16.264,-11.188,0.000,0
278,13.941,46.885,32.400,0.1877,79.125,0.3200,0.1945,0.0000,1.586,-16.671,-11.833,0.000,0
280,14.008,46.742,32.400,0.1700,87.256,0.3200,0.1903,0.0000,1.496,-16.671,-11.883,0.000,0
281,14.078,47.083,32.400,0.1943,77.834,0.3200,0.2005,0.0000,1.181,-16.810,-12.780,0.000,0
283,14.150,47.181,32.400,0.1728,84.985,0.3200,0.2034,0.0000,1.168,-16.810,-12.811,0.000,0
284,14.212,46.631,32.400,0.2114,73.935,0.3200,0.1869,0.0000,0.811,-16.947,-13.885,0.000,0
285,14.272,47.301,32.400,0.1976,79.661,0.3200,0.2070,0.0000,0.570,-16.947,-13.883,0.000,0
286,14.332,47.297,32.400,0.1570,77.237,0.3200,0.2069,0.0000,0.426,-16.947,-13.902,0.000,0
287,14.398,47.326,32.400,0.1898,57.229,0.3200,0.2078,0.0000,-0.017,-16.916,-14.872,0.000,0
289,14.458,47.614,32.400,0.1753,61.953,0.3200,0.2164,0.0000,-0.247,-16.916,-14.854,0.000,0
290,14.528,47.160,32.400,0.1360,59.571,0.3200,0.2028,0.0000,-0.470,-16.916,-14.855,0.000,0
292,14.602,46.908,32.400,0.1699,42.858,0.3200,0.1952,0.0000,-0.815,-16.810,-15.684,0.000,0
293,14.672,46.738,32.400,0.1552,50.602,0.3200,0.1901,0.0000,-0.875,-16.810,-15.645,0.000,0
294,14.740,46.979,32.400,0.2296,49.482,0.3200,0.1974,0.0000,-0.671,-16.799,-16.496,0.000,0
296,14.810,46.793,32.400,0.2385,62.846,0.3200,0.1918,0.0000,-0.427,-16.799,-16.408,0.000,0
297,14.885,46.546,32.400,0.2137,76.523,0.3200,0.1844,0.0000,-0.161,-16.799,-16.348,0.000,0
299,14.965,46.075,32.400,0.2966,76.379,0.3200,0.1703,0.0000,-0.163,-16.822,-16.937,0.000,0
300,15.047,46.275,32.400,0.3028,89.482,0.3200,0.1763,0.0000,-0.070,-16.822,-16.810,0.000,0
302,15.140,46.245,32.400,0.3750,102.841,0.3200,0.1754,0.0000,0.181,-16.841,-17.032,0.000,0
304,15.215,45.779,32.400,0.4494,117.696,0.3200,0.1614,0.0000,-0.085,-16.604,-17.121,0.000,0
305,15.289,46.103,32.400,0.5625,131.514,0.3200,0.1711,0.0000,-0.411,-15.021,-17.390,0.000,0
307,15.363,45.033,32.400,0.6931,147.848,0.3200,0.1390,0.0000,-0.779,-13.767,-18.068,0.000,0
308,15.436,45.747,32.400,0.7626,167.585,0.3200,0.1604,0.0000,-0.956,-13.474,-18.140,0.000,0
310,15.510,44.701,32.400,0.7535,184.854,0.3200,0.1290,0.0000,-1.503,-13.474,-17.749,0.000,0
311,15.586,44.802,32.400,0.7492,197.621,0.3200,0.1321,0.0000,-2.242,-13.202,-17.846,0.000,0
313,15.666,44.189,32.400,0.7235,207.371,0.3200,0.1137,0.0000,-2.787,-13.021,-17.704,0.000,0
314,15.743,44.232,32.400,0.6639,214.332,0.3200,0.1150,0.0000,-3.624,-13.021,-17.325,0.000,0
316,15.823,44.544,32.400,0.6311,193.085,0.3200,0.1243,0.0000,-4.105,-13.426,-17.414,0.000,0
318,15.906,44.750,32.400,0.5662,177.415,0.3200,0.1305,0.0000,-4.728,-13.426,-17.057,0.000,0
319,15.994,45.127,32.400,0.5676,151.849,0.3200,0.1418,0.0000,-5.555,-14.085,-17.487,0.000,0
