tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,imitation_pred_norm,imitation_speed_target_kph,imitation_blend,control_phase,throttle_cap,damage
1,custom,0.003,-0.300000,0.000,0.000000,0.482798,0.000000,-0.528748,1.000,-1.443,12.000,8.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_power,0.482798,0.000
2,custom,13.452,-0.600000,114.047,-0.296912,0.000000,0.380000,-0.547554,1.000,-1.723,14.429,8.000,180.000,0.000000,40.892,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_trail_brake,0.339912,0.000
3,custom,0.090,-0.860000,237.640,-0.595954,0.113588,0.000000,-0.654967,1.000,-3.412,12.016,8.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_power,0.206523,0.000
4,custom,10.674,-0.951000,351.140,-0.860000,0.000000,0.267379,-0.787183,1.000,-5.536,13.927,8.000,180.000,0.000000,38.229,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_trail_brake,0.158274,0.000
5,custom,1.019,-0.982850,393.714,-0.951000,0.077670,0.000000,-1.000000,1.000,-9.755,12.184,8.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_power,0.141218,0.000
6,custom,6.013,-0.993997,406.900,-0.982850,0.000000,0.000000,-1.000000,1.000,-12.974,13.086,8.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.135229,0.000
7,custom,5.828,-0.997899,411.515,-0.993997,0.073222,0.000000,-1.000000,1.000,-19.816,13.052,8.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_power,0.133131,0.000
8,custom,10.382,-0.999265,413.130,-0.997899,0.000000,0.238181,-1.000000,1.000,-28.246,13.874,8.000,180.000,0.000000,37.949,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_trail_brake,0.132396,0.000
9,custom,4.362,-0.999743,413.696,-0.999265,0.072676,0.000000,-1.000000,1.000,-36.822,12.788,8.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_power,0.132139,0.000
10,custom,8.299,-0.999910,413.893,-0.999743,0.000000,0.000000,-1.000000,1.000,-43.785,13.498,8.000,180.000,0.000000,35.953,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132048,0.000
11,custom,8.347,-0.999968,413.963,-0.999910,0.000000,0.000000,-1.000000,1.000,-54.041,13.507,8.000,180.000,0.000000,35.999,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132017,0.000
12,custom,7.751,-0.999989,413.987,-0.999968,0.000000,0.000000,-1.000000,1.000,-63.607,13.399,8.000,180.000,0.000000,35.428,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132006,0.000
13,custom,6.867,-0.999996,413.995,-0.999989,0.000000,0.000000,-1.000000,1.000,-72.214,13.240,8.000,180.000,0.000000,35.000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132002,0.000
14,custom,6.403,-0.999999,413.998,-0.999996,0.000000,0.000000,-1.000000,1.000,-80.116,13.156,8.000,180.000,0.000000,35.000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132001,0.000
15,custom,6.964,-1.000000,413.999,-0.999999,0.000000,0.000000,-1.000000,1.000,-87.926,13.257,8.000,180.000,0.000000,35.000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132000,0.000
16,custom,6.118,-1.000000,414.000,-1.000000,0.000000,0.000000,-1.000000,1.000,-95.595,13.105,8.000,180.000,0.000000,35.000,2,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_coast,0.132000,0.000
