tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,damage
1,sensor,0.001,0.162902,0.000,0.000000,0.600000,0.000000,0.052031,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.151562,-0.001563,-0.053594,0.267969,0.744271,6,40.000,42.981,240.000,240.000,255.000,0.000000,0.004128,0.000
2,sensor,2.986,0.216277,-81.312,0.162902,0.600000,0.000000,0.050937,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.148438,-0.001563,-0.052500,0.262500,0.745313,6,40.000,43.226,240.000,240.000,255.000,0.000000,2.867552,0.000
3,sensor,6.356,0.196953,-110.301,0.216277,0.600000,0.000000,0.037852,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.142969,-0.018750,-0.056602,0.222852,0.772135,6,40.000,44.833,240.000,240.000,255.000,0.000000,2.869869,0.000
4,sensor,9.166,0.182236,-100.446,0.196953,0.600000,0.000000,0.035234,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.139844,-0.021094,-0.056328,0.213281,0.841146,6,40.000,45.210,240.000,240.000,80.000,0.000000,2.083440,0.000
5,sensor,11.270,0.153314,-92.940,0.182236,0.600000,0.000000,0.027031,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.136719,-0.032031,-0.059062,0.188672,0.835417,6,40.000,46.108,240.000,240.000,77.000,0.000000,1.870463,0.000
6,sensor,13.951,0.175263,-78.190,0.153314,0.600000,0.000000,-0.046367,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,-0.046875,-0.046094,0.000273,0.438867,0.710938,6,36.590,36.590,240.000,240.000,76.000,0.000000,2.259224,0.000
7,sensor,17.622,0.061342,-89.384,0.175263,0.600000,0.000000,-0.006836,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.112500,-0.071094,-0.064258,0.077930,0.834115,6,40.000,49.082,240.000,240.000,70.000,0.000000,3.552020,0.000
8,sensor,23.185,0.013380,-31.284,0.061342,0.600000,0.000000,-0.016914,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.095313,-0.077344,-0.060430,0.053320,0.837760,6,40.000,49.442,240.000,240.000,45.000,0.000000,4.856299,0.000
9,sensor,29.748,0.000000,-6.998,0.013708,0.600000,0.000000,-0.022891,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.120313,-0.100000,-0.077109,0.112109,0.821875,6,40.000,48.169,240.000,240.000,36.000,0.000000,4.940883,0.000
10,sensor,35.417,-0.181996,0.245,-0.000528,0.117169,0.000000,-0.194883,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.085938,-0.346094,-0.151211,0.293945,0.751302,6,38.637,38.637,240.000,240.000,36.000,0.000000,4.661550,0.000
