tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,imitation_pred_norm,imitation_speed_target_kph,imitation_blend,control_phase,throttle_cap,damage
1,custom,0.151,0.000000,0.000,0.000000,0.600000,0.000000,0.000100,1.000,0.002,12.027,160.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.600000,0.000
2,custom,6.752,0.000000,0.000,0.000000,0.600000,0.000000,-0.000142,1.000,-0.004,13.219,160.000,180.000,0.000000,35.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.600000,0.000
3,custom,22.923,0.000000,0.000,0.000000,0.600000,0.000000,0.001404,1.000,0.027,16.139,160.000,180.000,0.000000,49.968,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.600000,0.000
4,custom,33.037,0.000000,0.000,0.000000,0.600000,0.000000,0.003096,1.000,0.055,17.965,160.000,180.000,0.000000,59.661,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.600000,0.000
5,custom,34.202,0.000307,0.000,0.000000,0.599957,0.000000,0.010994,1.000,0.205,18.175,160.000,180.000,0.000000,60.777,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.599957,0.000
6,custom,37.263,0.020188,-0.127,0.000307,0.594739,0.000000,0.027186,1.000,0.525,18.728,160.000,180.000,0.000000,63.710,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.594739,0.000
7,custom,39.946,0.037311,-8.358,0.020188,0.589338,0.000000,0.035904,1.000,0.701,19.213,160.000,180.000,0.000000,66.282,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.589338,0.000
8,custom,38.394,0.045326,-15.447,0.037311,0.586663,0.000000,0.037132,1.000,0.731,18.932,160.000,180.000,0.000000,64.794,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.586663,0.000
9,custom,42.583,0.062673,-18.765,0.045326,0.580641,0.000000,0.050201,1.000,0.988,19.689,160.000,180.000,0.000000,68.808,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.580641,0.000
10,custom,42.969,0.091082,-25.946,0.062672,0.570243,0.000000,0.068922,1.000,1.361,19.758,160.000,180.000,0.000000,69.178,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.570243,0.000
11,custom,41.088,0.131024,-37.707,0.091080,0.554794,0.000000,0.092841,1.000,1.842,19.419,160.000,180.000,0.000000,67.376,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,160.000,0.000000,route_power,0.554794,0.000
12,custom,44.168,0.182703,-52.028,0.129172,0.533740,0.000000,0.125890,1.000,2.511,19.975,75.224,180.000,0.000000,70.328,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,75.224,0.000000,route_power,0.533740,0.000
13,custom,45.042,0.300554,-68.594,0.169025,0.000000,0.376000,0.233048,1.000,3.497,20.133,32.907,180.000,0.000000,71.165,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,32.907,0.000000,route_trail_brake,0.482549,0.000
14,custom,36.516,0.452368,-90.616,0.224225,0.000000,0.380000,0.317403,1.000,4.809,18.593,19.598,180.000,0.000000,62.995,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,19.598,0.000000,route_trail_brake,0.412042,0.000
15,custom,26.666,0.662701,-120.777,0.298572,0.000000,0.380000,0.423387,1.000,6.488,16.815,11.639,180.000,0.000000,53.555,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,11.639,0.000000,route_trail_brake,0.308418,0.000
16,custom,18.632,0.796435,-162.582,0.402650,0.000000,0.380000,0.402715,1.000,8.435,15.364,12.767,180.000,0.000000,45.856,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,12.767,0.000000,route_trail_brake,0.239779,0.000
17,custom,16.533,0.928752,-207.697,0.512222,0.000000,0.380000,0.480563,1.000,10.113,14.985,9.184,180.000,0.000000,43.844,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,9.184,0.000000,route_trail_brake,0.170136,0.000
18,custom,12.953,0.975063,-254.532,0.625809,0.000000,0.380000,0.580821,1.000,12.332,14.339,8.000,180.000,0.000000,40.414,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_trail_brake,0.145396,0.000
19,custom,12.025,0.991272,-299.545,0.733497,0.000000,0.380000,0.693359,1.000,14.890,14.171,8.000,180.000,0.000000,39.524,1,0.000000,0.000000,0.000000,0.000000,0.000000,0,160.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,8.000,0.000000,route_trail_brake,0.136694,0.000
