tick,time_s,speed_kph,target_speed_kph,steering,steering_wheel_deg,throttle,brake,parking,slip_deg,target_slip_deg,lateral_error_m,damage,laps
154,7.707,40.810,32.400,-0.0500,-25.095,0.1000,0.0123,0.0000,-0.819,5.257,7.182,0.000,0
155,7.785,40.711,32.400,-0.0409,-24.563,0.1000,0.0093,0.0000,-0.855,5.257,7.157,0.000,0
157,7.856,40.855,32.400,-0.0288,-20.530,0.1000,0.0136,0.0000,-0.862,5.257,7.137,0.000,0
158,7.920,40.838,32.400,-0.0243,-14.627,0.1000,0.0131,0.0000,-0.588,5.290,7.234,0.000,0
159,7.985,40.681,32.400,-0.0164,-12.106,0.1000,0.0084,0.0000,-0.392,5.290,7.215,0.000,0
161,8.052,40.572,32.400,-0.0088,-8.316,0.1000,0.0052,0.0000,-0.414,5.290,7.198,0.000,0
162,8.116,40.856,32.400,0.0021,-4.799,0.1000,0.0137,0.0000,-0.139,5.119,7.212,0.000,0
163,8.178,40.611,32.400,0.0089,0.488,0.1000,0.0063,0.0000,-0.132,5.119,7.196,0.000,0
165,8.252,40.739,32.400,0.0130,4.004,0.1000,0.0102,0.0000,0.147,5.119,7.179,0.000,0
166,8.323,40.415,32.400,0.0138,6.217,0.1000,0.0005,0.0000,0.067,5.119,7.160,0.000,0
167,8.390,40.510,32.400,0.0236,6.718,0.1000,0.0033,0.0000,0.111,4.624,7.235,0.000,0
169,8.457,40.559,32.400,0.0260,11.079,0.1000,0.0048,0.0000,0.381,4.624,7.212,0.000,0
170,8.530,40.534,32.400,0.0235,12.648,0.1000,0.0040,0.0000,0.403,4.624,7.185,0.000,0
172,8.602,40.572,32.400,0.0307,11.558,0.1000,0.0052,0.0000,0.297,4.001,7.298,0.000,0
173,8.671,40.605,32.400,0.0289,14.701,0.1000,0.0062,0.0000,0.261,4.001,7.263,0.000,0
174,8.748,40.595,32.400,0.0224,14.258,0.1000,0.0059,0.0000,0.278,4.001,7.223,0.000,0
176,8.820,40.543,32.400,0.0260,10.924,0.1000,0.0043,0.0000,0.355,3.376,7.338,0.000,0
177,8.884,40.475,32.400,0.0222,12.425,0.1000,0.0023,0.0000,0.364,3.376,7.289,0.000,0
178,8.946,40.657,32.400,0.0150,10.926,0.1000,0.0077,0.0000,0.252,3.376,7.240,0.000,0
180,9.006,40.503,32.400,0.0212,7.406,0.1000,0.0031,0.0000,0.278,2.700,7.362,0.000,0
181,9.074,40.260,32.400,0.0209,10.098,0.3579,0.0000,0.0000,0.364,2.700,7.311,0.000,0
182,9.136,41.673,32.400,0.0155,10.442,0.1000,0.0382,0.0000,0.224,2.700,7.258,0.000,0
183,9.195,41.163,32.400,0.0097,8.145,0.1000,0.0229,0.0000,0.186,2.700,7.204,0.000,0
185,9.262,40.798,32.400,0.1038,5.049,0.1000,0.0119,0.0000,0.170,-2.076,7.335,0.000,0
186,9.323,41.026,32.400,0.1477,17.608,0.1000,0.0188,0.0000,0.343,-2.076,7.275,0.000,0
187,9.386,40.454,32.400,0.1669,34.171,0.1000,0.0016,0.0000,0.726,-2.076,7.210,0.000,0
188,9.450,40.809,32.400,0.1842,50.602,0.1000,0.0123,0.0000,1.264,-2.783,7.301,0.000,0
190,9.528,40.823,32.400,0.1797,65.473,0.1000,0.0127,0.0000,1.611,-2.783,7.211,0.000,0
192,9.602,40.918,32.400,0.1578,78.974,0.1000,0.0155,0.0000,1.915,-2.783,7.100,0.000,0
193,9.675,40.788,32.400,0.1220,77.003,0.1000,0.0116,0.0000,2.182,-2.783,6.968,0.000,0
194,9.747,40.693,32.400,0.0882,60.999,0.1000,0.0088,0.0000,1.843,-3.372,6.936,0.000,0
196,9.810,40.579,32.400,0.0429,44.228,0.1000,0.0054,0.0000,1.285,-3.372,6.774,0.000,0
197,9.872,40.759,32.400,-0.0031,21.648,0.1000,0.0108,0.0000,0.699,-3.372,6.613,0.000,0
198,9.940,40.465,32.400,-0.0423,-0.791,0.1000,0.0020,0.0000,0.199,-3.372,6.454,0.000,0
200,10.002,40.453,32.400,-0.0565,-12.867,0.1000,0.0016,0.0000,-0.359,-3.968,6.405,0.000,0
201,10.065,40.311,32.400,-0.0658,-24.151,0.3574,0.0000,0.0000,-0.615,-3.968,6.259,0.000,0
202,10.141,41.744,32.400,-0.0696,-32.314,0.1000,0.0403,0.0000,-1.043,-3.968,6.119,0.000,0
204,10.203,40.947,32.400,-0.0459,-34.327,0.1000,0.0164,0.0000,-1.040,-4.703,6.111,0.000,0
205,10.263,40.756,32.400,-0.0242,-23.580,0.1000,0.0107,0.0000,-0.771,-4.703,5.981,0.000,0
206,10.332,40.838,32.400,-0.0043,-12.408,0.1000,0.0131,0.0000,-0.241,-4.703,5.856,0.000,0
207,10.394,40.532,32.400,0.0113,-1.907,0.1000,0.0040,0.0000,0.009,-4.703,5.732,0.000,0
209,10.469,40.668,32.400,0.0427,6.030,0.1000,0.0080,0.0000,0.128,-5.632,5.767,0.000,0
210,10.539,40.854,32.400,0.0555,16.438,0.1000,0.0136,0.0000,0.317,-5.632,5.630,0.000,0
212,10.610,40.506,32.400,0.0556,26.859,0.1000,0.0032,0.0000,0.578,-5.632,5.484,0.000,0
213,10.684,40.614,32.400,0.0448,27.769,0.1000,0.0064,0.0000,0.801,-5.632,5.328,0.000,0
215,10.754,40.718,32.400,0.0532,22.228,0.1000,0.0095,0.0000,0.771,-6.633,5.270,0.000,0
216,10.818,40.630,32.400,0.0441,25.381,0.1000,0.0069,0.0000,0.807,-6.633,5.104,0.000,0
217,10.882,40.712,32.400,0.0279,21.738,0.1000,0.0093,0.0000,0.653,-6.633,4.946,0.000,0
218,10.944,40.358,32.400,0.0093,14.209,0.3814,0.0000,0.0000,0.490,-6.633,4.793,0.000,0
220,11.004,41.957,32.400,0.0354,5.237,0.2200,0.0467,0.0000,0.085,-7.646,4.376,0.000,0
221,11.065,41.936,32.400,0.0427,13.013,0.2200,0.0461,0.0000,0.117,-7.646,4.245,0.000,0
222,11.135,41.744,32.400,0.0419,20.303,0.2200,0.0403,0.0000,0.508,-7.646,4.106,0.000,0
224,11.202,42.142,32.400,0.0342,21.309,0.2200,0.0523,0.0000,0.635,-7.646,3.957,0.000,0
225,11.281,42.514,32.400,0.0807,17.637,0.2200,0.0634,0.0000,0.540,-8.645,3.250,0.000,0
227,11.356,42.331,32.400,0.0938,28.634,0.2200,0.0579,0.0000,0.683,-8.645,3.104,0.000,0
228,11.433,42.984,32.400,0.0888,42.394,0.2200,0.0775,0.0000,1.165,-8.645,2.942,0.000,0
230,11.516,43.181,32.400,0.1264,44.562,0.2200,0.0834,0.0000,1.386,-9.495,2.179,0.000,0
231,11.593,42.913,32.400,0.1246,56.663,0.2200,0.0754,0.0000,1.406,-9.495,2.016,0.000,0
233,11.669,42.922,32.400,0.0999,61.109,0.2200,0.0757,0.0000,1.635,-9.495,1.835,0.000,0
234,11.741,43.424,32.400,0.1133,49.889,0.3200,0.0907,0.0000,1.378,-10.185,1.031,0.000,0
236,11.811,44.203,32.400,0.0936,54.315,0.3200,0.1141,0.0000,1.321,-10.185,0.863,0.000,0
237,11.879,44.390,32.400,0.0573,45.062,0.3200,0.1197,0.0000,1.090,-10.185,0.681,0.000,0
238,11.940,44.653,32.400,0.0738,26.710,0.3200,0.1276,1.0000,0.742,-10.846,-0.279,0.000,0
240,12.002,44.905,32.400,0.0627,31.839,0.3200,0.1351,1.0000,0.392,-10.846,-0.414,0.000,0
241,12.064,44.448,32.400,0.0418,27.061,0.3200,0.1215,1.0000,0.494,-10.846,-0.554,0.000,0
242,12.133,42.906,32.400,0.0168,19.001,0.3200,0.0752,1.0000,0.357,-10.846,-0.706,0.000,0
243,12.194,42.093,32.400,0.0626,7.688,0.3200,0.0508,1.0000,-0.113,-11.514,-1.819,0.000,0
245,12.266,40.973,32.400,0.0779,16.275,0.3200,0.0172,0.0000,0.096,-11.514,-1.920,0.000,0
246,12.329,41.720,32.400,0.0797,28.065,0.3200,0.0396,0.0000,0.444,-11.514,-2.024,0.000,0
247,12.390,42.145,32.400,0.0735,37.851,0.3200,0.0524,0.0000,0.911,-11.514,-2.134,0.000,0
249,12.457,43.215,32.400,0.0598,36.584,0.3200,0.0844,0.0000,1.058,-11.514,-2.252,0.000,0
250,12.522,42.889,32.400,0.1147,30.227,0.3200,0.0747,0.0000,0.777,-12.123,-3.347,0.000,0
251,12.595,43.108,32.400,0.1288,40.078,0.3200,0.0812,0.0000,0.897,-12.123,-3.434,0.000,0
253,12.678,44.077,32.400,0.1210,54.467,0.3200,0.1103,0.0000,1.352,-12.123,-3.548,0.000,0
255,12.751,44.490,32.400,0.1730,59.822,0.3200,0.1227,0.0000,1.554,-12.699,-4.643,0.000,0
256,12.822,44.766,32.400,0.1744,71.998,0.3200,0.1310,0.0000,1.528,-12.699,-4.731,0.000,0
257,12.890,44.747,32.400,0.1470,82.916,0.3200,0.1304,0.0000,1.644,-12.699,-4.839,0.000,0
259,12.951,45.586,32.400,0.1015,69.606,0.3200,0.1556,0.0000,1.467,-12.699,-4.964,0.000,0
260,13.015,45.068,32.400,0.1247,46.565,0.3200,0.1401,0.0000,0.935,-13.317,-5.942,0.000,0
261,13.075,45.107,32.400,0.1078,52.305,0.3200,0.1412,0.0000,0.583,-13.317,-6.027,0.000,0
262,13.137,45.488,32.400,0.0745,44.848,0.3200,0.1526,0.0000,0.397,-13.317,-6.122,0.000,0
263,13.197,45.564,32.400,0.1064,29.115,0.3200,0.1549,0.0000,0.150,-13.981,-6.918,0.000,0
265,13.259,46.264,32.400,0.1034,36.062,0.3200,0.1759,0.0000,0.087,-13.981,-6.986,0.000,0
266,13.321,46.240,32.400,0.0855,40.455,0.3200,0.1752,0.0000,0.489,-13.981,-7.066,0.000,0
267,13.387,45.934,32.400,0.0584,34.476,0.3200,0.1660,0.0000,0.343,-13.981,-7.163,0.000,0
269,13.454,46.211,32.400,0.0906,22.969,0.3200,0.1743,0.0000,0.089,-14.660,-7.772,0.000,0
270,13.522,45.707,32.400,0.0914,31.475,0.3200,0.1592,0.0000,0.273,-14.660,-7.851,0.000,0
271,13.592,46.330,32.400,0.0790,38.373,0.3200,0.1779,0.0000,0.699,-14.660,-7.947,0.000,0
273,13.665,46.005,32.400,0.1217,35.054,0.3200,0.1682,0.0000,0.760,-15.469,-8.493,0.000,0
274,13.739,46.211,32.400,0.1260,46.410,0.3200,0.1743,0.0000,0.851,-15.469,-8.577,0.000,0
276,13.808,46.610,32.400,0.1750,57.825,0.3200,0.1863,0.0000,1.030,-16.264,-9.128,0.000,0
277,13.879,46.738,32.400,0.1776,70.506,0.3200,0.1901,0.0000,1.323,-16.264,-9.202,0.000,0
278,13.946,46.902,32.400,0.1534,83.588,0.3200,0.1950,0.0000,1.511,-16.264,-9.296,0.000,0
280,14.008,46.629,32.400,0.1676,72.552,0.3200,0.1869,0.0000,1.267,-16.671,-9.889,0.000,0
281,14.066,47.181,32.400,0.1460,76.460,0.3200,0.2034,0.0000,1.164,-16.671,-9.968,0.000,0
282,14.128,47.239,32.400,0.1719,65.150,0.3200,0.2052,0.0000,0.933,-16.810,-10.845,0.000,0
283,14.187,47.134,32.400,0.1552,70.489,0.3200,0.2020,0.0000,0.641,-16.810,-10.899,0.000,0
285,14.250,47.153,32.400,0.2041,63.832,0.3200,0.2026,0.0000,0.476,-16.947,-11.951,0.000,0
286,14.319,47.187,32.400,0.2001,71.229,0.3200,0.2036,0.0000,0.566,-16.947,-11.970,0.000,0
287,14.381,46.518,32.400,0.1663,78.376,0.3200,0.1835,0.0000,0.517,-16.947,-12.010,0.000,0
288,14.449,46.798,32.400,0.2038,62.331,0.3200,0.1919,0.0000,0.140,-16.916,-12.986,0.000,0
290,14.520,47.212,32.400,0.1903,69.061,0.3200,0.2044,0.0000,0.125,-16.916,-12.991,0.000,0
292,14.604,46.633,32.400,0.1467,68.682,0.3200,0.1870,0.0000,0.136,-16.916,-13.023,0.000,0
293,14.690,47.272,32.400,0.1751,50.043,0.3200,0.2062,0.0000,-0.228,-16.810,-13.843,0.000,0
295,14.769,47.048,32.400,0.1506,58.308,0.3200,0.1994,0.0000,-0.390,-16.810,-13.842,0.000,0
297,14.858,46.996,32.400,0.2133,49.829,0.3200,0.1979,0.0000,-0.282,-16.799,-14.609,0.000,0
298,14.939,47.199,32.400,0.2089,63.158,0.3200,0.2040,0.0000,-0.357,-16.799,-14.558,0.000,0
300,15.013,47.083,32.400,0.3042,74.803,0.3200,0.2005,0.0000,0.118,-16.822,-15.078,0.000,0
301,15.086,46.583,32.400,0.4247,89.949,0.3200,0.1855,0.0000,0.112,-16.841,-15.308,0.000,0
303,15.164,46.001,32.400,0.4483,109.282,0.3200,0.1680,0.0000,0.065,-16.841,-15.139,0.000,0
304,15.238,45.608,32.400,0.5745,125.943,0.3200,0.1562,0.0000,0.199,-15.759,-15.652,0.000,0
306,15.314,45.492,32.400,0.6485,145.355,0.3200,0.1527,0.0000,0.063,-15.021,-15.719,0.000,0
307,15.390,44.922,32.400,0.7638,162.940,0.3200,0.1357,0.0000,-0.298,-13.767,-16.537,0.000,0
309,15.467,44.786,32.400,0.8263,181.530,0.3200,0.1316,0.0000,-0.706,-13.474,-16.638,0.000,0
310,15.544,44.508,32.400,0.8596,198.647,0.3200,0.1232,0.0000,-1.170,-13.202,-16.748,0.000,0
312,15.633,44.710,32.400,0.8554,213.198,0.3200,0.1293,0.0000,-1.619,-13.021,-16.586,0.000,0
314,15.720,43.882,32.400,0.8041,224.254,0.3200,0.1044,0.0000,-2.392,-13.021,-16.142,0.000,0
316,15.807,44.136,32.400,0.7756,231.035,0.3200,0.1121,0.0000,-2.842,-13.426,-16.084,0.000,0
317,15.894,43.959,32.400,0.7999,220.703,0.3200,0.1068,0.0000,-3.510,-14.085,-16.360,0.000,0
319,15.977,44.022,32.400,0.7629,222.478,0.3200,0.1086,0.0000,-4.169,-14.085,-15.905,0.000,0
321,16.059,44.317,32.400,0.7880,205.893,0.3200,0.1175,0.0000,-4.709,-14.646,-16.164,0.000,0
322,16.145,43.795,32.400,0.7496,211.056,0.3200,0.1019,0.0000,-5.634,-14.646,-15.716,0.000,0
324,16.228,44.364,32.400,0.7659,195.651,0.3200,0.1189,0.0000,-6.123,-14.847,-15.953,0.000,0
326,16.311,43.836,32.400,0.7901,199.165,0.3200,0.1031,0.0000,-7.164,-14.443,-16.253,0.000,0
327,16.397,43.896,32.400,0.7509,205.295,0.3200,0.1049,0.0000,-7.980,-14.443,-15.771,0.000,0
329,16.488,43.881,32.400,0.7332,189.957,0.2200,0.1044,0.0000,-8.641,-14.151,-15.832,0.000,0
331,16.577,43.015,32.400,0.6654,182.555,0.2200,0.0785,0.0000,-9.816,-14.151,-15.351,0.000,0
333,16.673,43.335,32.400,0.6519,161.290,0.2200,0.0880,0.0000,-10.331,-14.600,-15.332,0.000,0
335,16.769,42.700,32.400,0.5797,159.451,0.2200,0.0690,0.0000,-11.594,-14.600,-14.851,0.000,0
337,16.866,42.693,32.400,0.5783,138.987,0.2200,0.0688,0.0000,-12.108,-14.958,-14.900,0.000,0
339,16.956,42.031,32.400,0.5962,143.406,0.2200,0.0489,0.0000,-13.638,-14.790,-15.001,0.000,0
341,17.056,41.552,32.400,0.6208,154.749,0.2200,0.0346,0.0000,-14.514,-14.554,-15.046,0.000,0
342,17.147,41.510,32.400,0.6117,167.697,0.2200,0.0333,0.0000,-15.949,-13.908,-14.971,0.000,0
