tick,time_s,speed_kph,target_speed_kph,steering,steering_wheel_deg,throttle,brake,parking,slip_deg,target_slip_deg,lateral_error_m,damage,laps
1,0.067,0.505,28.800,0.0623,0.000,0.9000,0.0000,0.0000,0.000,-2.250,-0.130,0.000,0
2,0.130,0.242,28.800,0.0929,11.629,0.9000,0.0000,0.0000,0.000,-2.250,-0.130,0.000,0
3,0.192,0.829,28.800,0.1086,23.989,0.9000,0.0000,0.0000,0.000,-2.250,-0.131,0.000,0
5,0.265,1.768,28.800,0.1172,35.810,0.9000,0.0000,0.0000,0.000,-2.250,-0.131,0.000,0
6,0.327,9.442,28.800,0.1215,46.611,0.8108,0.0000,0.0000,0.000,-2.250,-0.133,0.000,0
7,0.392,10.302,28.800,0.1231,54.657,0.7971,0.0000,0.0000,0.000,-2.250,-0.135,0.000,0
9,0.468,12.434,28.800,0.1232,55.412,0.7630,0.0000,0.0000,0.000,-2.250,-0.136,0.000,0
10,0.544,13.656,28.800,0.1330,55.457,0.5462,0.0000,0.0000,3.697,-2.250,-0.137,0.000,0
12,0.615,14.989,28.800,0.1390,59.830,0.4821,0.0000,0.0000,4.674,-2.250,-0.140,0.000,0
13,0.677,15.729,28.800,0.1397,62.547,0.4703,0.0000,0.0000,4.894,-2.250,-0.144,0.000,0
14,0.739,17.461,28.800,0.1332,62.862,0.5075,0.0000,0.0000,3.281,-2.250,-0.148,0.000,0
16,0.802,18.657,28.800,0.1273,59.961,0.4972,0.0000,0.0000,3.116,-2.250,-0.153,0.000,0
17,0.868,20.904,28.800,0.1175,57.264,0.5156,0.0000,0.0000,2.097,-2.250,-0.159,0.000,0
18,0.944,22.434,28.800,0.1089,52.893,0.4903,0.0000,0.0000,2.113,-2.250,-0.166,0.000,0
20,1.031,24.046,28.800,0.1007,49.001,0.4696,0.0000,0.0000,2.017,-2.250,-0.172,0.000,0
22,1.103,25.224,28.800,0.0951,45.295,0.4062,0.0000,0.0000,2.853,-2.250,-0.180,0.000,0
