tick,time_s,speed_kph,target_speed_kph,steering,steering_wheel_deg,throttle,brake,parking,slip_deg,target_slip_deg,lateral_error_m,damage,laps
23,1.179,26.470,28.800,0.0865,42.803,0.4479,0.0000,0.0000,1.696,-2.250,-0.215,0.000,0
25,1.256,27.676,28.800,0.0797,38.911,0.3935,0.0000,0.0000,2.354,-2.250,-0.227,0.000,0
26,1.328,28.273,28.800,0.0701,35.856,0.4134,0.0000,0.0000,1.803,-2.250,-0.237,0.000,0
28,1.400,29.319,28.800,0.0612,31.567,0.3932,0.0000,0.0000,1.868,-2.250,-0.247,0.000,0
29,1.477,30.047,28.800,0.0514,27.523,0.3985,0.0000,0.0000,1.551,-2.250,-0.258,0.000,0
31,1.555,30.651,28.800,0.0406,23.119,0.4145,0.0000,0.0000,1.068,-2.250,-0.270,0.000,0
32,1.632,31.615,28.800,0.0303,18.280,0.4133,0.0000,0.0000,0.802,-2.250,-0.282,0.000,0
34,1.703,32.651,28.800,0.0206,13.614,0.4052,0.0000,0.0000,0.644,-2.250,-0.295,0.000,0
35,1.768,33.533,28.800,0.0113,9.292,0.4125,0.0000,0.0000,0.242,-2.250,-0.308,0.000,0
36,1.840,34.159,28.800,0.0031,5.103,0.4147,0.0000,0.0000,0.013,-2.250,-0.320,0.000,0
38,1.902,34.714,28.800,-0.0081,1.412,0.3907,0.0000,0.0000,-0.280,-2.057,-0.332,0.000,0
39,1.967,35.309,28.800,-0.0168,-3.651,0.3604,0.0000,0.0000,-0.670,-2.057,-0.344,0.000,0
40,2.035,35.584,28.800,-0.0227,-7.570,0.3509,0.0000,0.0000,-0.765,-2.057,-0.356,0.000,0
41,2.098,35.483,28.800,-0.0265,-10.237,0.3511,0.0000,0.0000,-0.792,-2.057,-0.367,0.000,0
43,2.166,35.978,28.800,-0.0284,-11.923,0.3389,0.0000,0.0000,-0.873,-2.057,-0.378,0.000,0
44,2.230,36.271,28.800,-0.0284,-12.794,0.3376,0.0000,0.0000,-0.809,-2.057,-0.390,0.000,0
45,2.294,36.361,28.800,-0.0267,-12.772,0.3387,0.0000,0.0000,-0.761,-2.057,-0.401,0.000,0
47,2.356,36.623,28.800,-0.0239,-12.018,0.3363,0.0000,0.0000,-0.727,-2.057,-0.412,0.000,0
48,2.418,37.110,28.800,-0.1120,-10.813,0.1000,0.0093,0.0000,-0.473,2.355,-0.424,0.000,0
49,2.483,35.324,28.800,-0.1535,-23.025,0.3751,0.0000,0.0000,-0.414,2.355,-0.435,0.000,0
50,2.550,35.117,28.800,-0.1727,-37.563,0.3464,0.0000,0.0000,-1.014,2.355,-0.444,0.000,0
52,2.618,35.537,28.800,-0.1767,-51.891,0.3114,0.0000,0.0000,-1.544,2.355,-0.446,0.000,0
53,2.684,35.412,28.800,-0.1686,-65.281,0.2886,0.0000,0.0000,-2.010,2.355,-0.442,0.000,0
54,2.749,35.356,28.800,-0.1487,-76.696,0.2805,0.0000,0.0000,-2.178,2.355,-0.430,0.000,0
56,2.817,35.283,28.800,-0.1255,-68.444,0.3204,0.0000,0.0000,-1.489,2.796,-0.410,0.000,0
57,2.880,35.003,28.800,-0.0883,-57.207,0.3590,0.0000,0.0000,-0.849,2.796,-0.383,0.000,0
58,2.940,35.443,28.800,-0.0426,-38.631,0.3960,0.0000,0.0000,-0.024,2.796,-0.352,0.000,0
60,3.002,35.968,28.800,0.0060,-17.066,0.3403,0.0000,0.0000,0.909,2.796,-0.318,0.000,0
61,3.066,36.013,28.800,0.0529,6.752,0.2877,0.0000,0.0000,1.882,2.796,-0.282,0.000,0
62,3.131,36.033,28.800,0.0839,20.757,0.2564,0.0000,0.0000,2.697,3.236,-0.245,0.000,0
64,3.209,35.869,28.800,0.1079,33.902,0.2570,0.0000,0.0000,2.738,3.236,-0.206,0.000,0
65,3.276,35.411,28.800,0.1215,45.922,0.2636,0.0000,0.0000,2.753,3.236,-0.161,0.000,0
66,3.340,35.791,28.800,0.1219,55.511,0.2756,0.0000,0.0000,2.388,3.236,-0.116,0.000,0
68,3.401,36.387,28.800,0.1097,61.744,0.2793,0.0000,0.0000,2.121,3.236,-0.074,0.000,0
69,3.466,36.823,28.800,0.0789,55.223,0.1000,0.0007,0.0000,1.887,3.676,-0.038,0.000,0
70,3.528,36.483,28.800,0.0459,40.492,0.3232,0.0000,0.0000,1.408,3.676,-0.008,0.000,0
72,3.603,37.585,28.800,0.0141,23.779,0.1000,0.0236,0.0000,1.024,3.676,0.018,0.000,0
73,3.679,37.182,28.800,-0.0147,7.532,0.1000,0.0115,0.0000,0.157,3.676,0.046,0.000,0
74,3.746,37.167,28.800,-0.0405,-6.970,0.1000,0.0110,0.0000,-0.250,3.921,0.076,0.000,0
76,3.811,37.163,28.800,-0.0537,-16.807,0.1000,0.0109,0.0000,-0.459,3.921,0.106,0.000,0
77,3.880,37.116,28.800,-0.0565,-25.789,0.1000,0.0095,0.0000,-0.701,3.921,0.141,0.000,0
78,3.949,36.992,28.800,-0.0505,-27.795,0.1000,0.0058,0.0000,-0.828,3.921,0.182,0.000,0
80,4.023,37.025,28.800,-0.0382,-25.033,0.1000,0.0067,0.0000,-0.754,3.947,0.229,0.000,0
81,4.086,37.175,28.800,-0.0220,-19.011,0.1000,0.0112,0.0000,-0.484,3.947,0.279,0.000,0
82,4.147,37.204,28.800,-0.0052,-11.184,0.1000,0.0121,0.0000,-0.280,3.947,0.330,0.000,0
84,4.216,36.991,28.800,0.0092,-3.109,0.1000,0.0057,0.0000,-0.095,3.947,0.381,0.000,0
85,4.279,36.976,28.800,0.0098,4.034,0.1000,0.0053,0.0000,0.016,3.947,0.664,0.000,0
86,4.342,36.908,28.800,0.0105,4.865,0.1000,0.0032,0.0000,-0.003,3.947,0.705,0.000,0
88,4.404,37.063,28.800,0.0105,5.218,0.1000,0.0079,0.0000,0.165,3.947,0.744,0.000,0
89,4.468,37.121,28.800,0.0095,5.148,0.1000,0.0096,0.0000,0.247,3.947,0.782,0.000,0
90,4.541,37.104,28.800,0.0078,4.724,0.1000,0.0091,0.0000,0.285,3.947,0.820,0.000,0
92,4.608,37.149,28.800,-0.0201,4.012,0.1000,0.0105,0.0000,0.327,4.132,1.307,0.000,0
93,4.674,37.144,28.800,-0.0356,-7.470,0.1000,0.0103,0.0000,0.136,4.132,1.326,0.000,0
94,4.740,37.065,28.800,-0.0436,-16.723,0.1000,0.0080,0.0000,-0.183,4.132,1.347,0.000,0
96,4.819,37.162,28.800,-0.0454,-21.338,0.1000,0.0109,0.0000,-0.670,4.132,1.374,0.000,0
97,4.892,37.054,28.800,-0.0745,-22.465,0.1000,0.0076,0.0000,-0.841,4.626,1.886,0.000,0
99,4.962,36.918,28.800,-0.0814,-32.258,0.1000,0.0035,0.0000,-0.887,4.626,1.902,0.000,0
100,5.034,37.148,28.800,-0.0769,-39.396,0.1000,0.0104,0.0000,-1.366,4.626,1.926,0.000,0
101,5.096,37.246,28.800,-0.0640,-38.316,0.1000,0.0134,0.0000,-1.569,4.626,1.959,0.000,0
103,5.162,37.063,28.800,-0.0820,-32.304,0.1000,0.0079,0.0000,-1.349,5.249,2.476,0.000,0
104,5.233,37.016,28.800,-0.0798,-39.661,0.1000,0.0065,0.0000,-1.361,5.249,2.499,0.000,0
106,5.302,37.034,28.800,-0.0678,-39.312,0.1000,0.0070,0.0000,-1.603,5.249,2.530,0.000,0
107,5.365,36.892,28.800,-0.0498,-34.281,0.1000,0.0028,0.0000,-1.397,5.249,2.568,0.000,0
108,5.438,36.765,28.800,-0.0657,-25.559,0.3609,0.0000,0.0000,-1.061,5.874,3.090,0.000,0
110,5.502,38.343,28.800,-0.0651,-31.815,0.1000,0.0463,0.0000,-0.942,5.874,3.115,0.000,0
111,5.570,37.459,28.800,-0.0554,-32.024,0.1000,0.0198,0.0000,-1.100,5.874,3.146,0.000,0
112,5.640,37.448,28.800,-0.0402,-27.899,0.1000,0.0194,0.0000,-0.945,5.874,3.184,0.000,0
114,5.707,37.382,28.800,-0.0219,-20.349,0.1000,0.0175,0.0000,-0.739,5.874,3.225,0.000,0
115,5.769,37.434,28.800,-0.0311,-11.335,0.1000,0.0190,0.0000,-0.478,6.496,3.509,0.000,0
116,5.831,37.453,28.800,-0.0303,-14.802,0.1000,0.0196,0.0000,-0.566,6.496,3.541,0.000,0
117,5.894,37.502,28.800,-0.0253,-14.887,0.1000,0.0210,0.0000,-0.547,6.496,3.576,0.000,0
119,5.959,37.318,28.800,-0.0182,-12.903,0.1000,0.0156,0.0000,-0.476,6.496,3.613,0.000,0
120,6.035,37.321,28.800,-0.0205,-9.425,0.1000,0.0156,0.0000,-0.303,6.926,3.678,0.000,0
121,6.098,37.358,28.800,-0.0177,-10.026,0.1000,0.0167,0.0000,-0.287,6.926,3.717,0.000,0
123,6.164,37.318,28.800,-0.0128,-8.842,0.1000,0.0155,0.0000,-0.198,6.926,3.757,0.000,0
124,6.231,37.337,28.800,-0.0070,-6.641,0.1000,0.0161,0.0000,-0.070,6.926,3.799,0.000,0
125,6.299,37.305,28.800,-0.0004,-3.818,0.1000,0.0152,0.0000,0.040,6.877,3.840,0.000,0
127,6.366,37.283,28.800,0.0048,-0.500,0.1000,0.0145,0.0000,0.045,6.877,3.880,0.000,0
128,6.433,37.170,28.800,0.0086,2.171,0.1000,0.0111,0.0000,0.079,6.877,3.919,0.000,0
130,6.501,37.106,28.800,0.0105,4.236,0.1000,0.0092,0.0000,-0.061,6.877,3.958,0.000,0
131,6.564,37.087,28.800,0.0080,5.233,0.1000,0.0086,0.0000,-0.008,6.512,4.241,0.000,0
132,6.645,37.112,28.800,0.0058,4.047,0.1000,0.0094,0.0000,-0.016,6.512,4.270,0.000,0
134,6.711,37.233,28.800,0.0046,2.976,0.1000,0.0130,0.0000,0.253,6.512,4.299,0.000,0
135,6.773,37.187,28.800,0.0034,2.332,0.1000,0.0116,0.0000,0.317,6.512,4.327,0.000,0
136,6.836,37.197,28.800,-0.0202,1.614,0.1000,0.0119,0.0000,0.248,6.129,4.966,0.000,0
138,6.911,37.131,28.800,-0.0329,-8.491,0.1000,0.0099,0.0000,0.090,6.129,4.968,0.000,0
139,6.974,37.108,28.800,-0.0394,-15.641,0.1000,0.0093,0.0000,-0.290,6.129,4.974,0.000,0
140,7.036,37.007,28.800,-0.0397,-19.392,0.1000,0.0062,0.0000,-0.544,6.129,4.983,0.000,0
141,7.097,37.199,28.800,-0.0657,-19.711,0.1000,0.0120,0.0000,-0.625,5.766,5.743,0.000,0
143,7.166,37.052,28.800,-0.0735,-28.405,0.1000,0.0076,0.0000,-0.823,5.766,5.729,0.000,0
144,7.232,37.056,28.800,-0.0716,-35.456,0.1000,0.0077,0.0000,-1.239,5.766,5.721,0.000,0
145,7.296,37.030,28.800,-0.0620,-35.724,0.1000,0.0069,0.0000,-1.321,5.766,5.721,0.000,0
147,7.356,36.987,28.800,-0.0776,-31.352,0.1000,0.0056,0.0000,-1.027,5.417,6.467,0.000,0
148,7.420,37.290,28.800,-0.0769,-37.844,0.1000,0.0147,0.0000,-1.221,5.417,6.447,0.000,0
149,7.492,37.278,28.800,-0.0678,-38.023,0.1000,0.0143,0.0000,-1.570,5.417,6.433,0.000,0
151,7.557,37.082,28.800,-0.0527,-34.289,0.1000,0.0085,0.0000,-1.441,5.417,6.426,0.000,0
152,7.631,36.965,28.800,-0.0337,-26.876,0.1000,0.0050,0.0000,-1.141,5.417,6.423,0.000,0
153,7.697,37.174,28.800,-0.0495,-17.402,0.1000,0.0112,0.0000,-0.549,5.240,7.119,0.000,0
155,7.768,36.993,28.800,-0.0520,-23.807,0.1000,0.0058,0.0000,-0.765,5.240,7.086,0.000,0
156,7.839,37.295,28.800,-0.0479,-25.880,0.1000,0.0148,0.0000,-0.833,5.240,7.059,0.000,0
158,7.912,36.835,28.800,-0.0389,-24.201,0.1000,0.0011,0.0000,-0.882,5.240,7.038,0.000,0
159,7.981,36.853,28.800,-0.0560,-19.816,0.1000,0.0016,0.0000,-0.819,5.257,7.470,0.000,0
160,8.046,37.006,28.800,-0.0591,-27.060,0.1000,0.0062,0.0000,-0.906,5.257,7.435,0.000,0
162,8.115,37.035,28.800,-0.0550,-29.131,0.1000,0.0071,0.0000,-1.025,5.257,7.407,0.000,0
163,8.183,37.026,28.800,-0.0462,-27.726,0.1000,0.0068,0.0000,-1.237,5.257,7.383,0.000,0
164,8.249,37.107,28.800,-0.0411,-23.301,0.1000,0.0092,0.0000,-0.837,5.290,7.480,0.000,0
166,8.318,37.037,28.800,-0.0307,-20.437,0.1000,0.0071,0.0000,-0.549,5.290,7.457,0.000,0
167,8.386,37.157,28.800,-0.0198,-15.542,0.1000,0.0107,0.0000,-0.460,5.290,7.437,0.000,0
169,8.460,36.977,28.800,-0.0096,-10.132,0.1000,0.0053,0.0000,-0.414,5.290,7.417,0.000,0
170,8.527,37.045,28.800,0.0021,-5.137,0.1000,0.0073,0.0000,-0.335,5.119,7.398,0.000,0
171,8.598,37.069,28.800,0.0094,0.672,0.1000,0.0081,0.0000,-0.140,5.119,7.377,0.000,0
173,8.686,37.091,28.800,0.0126,4.436,0.1000,0.0087,0.0000,-0.028,5.119,7.354,0.000,0
175,8.764,36.967,28.800,0.0222,6.057,0.1000,0.0050,0.0000,0.115,4.624,7.334,0.000,0
176,8.837,37.076,28.800,0.0243,10.555,0.1000,0.0083,0.0000,0.460,4.624,7.303,0.000,0
177,8.899,36.974,28.800,0.0212,11.900,0.1000,0.0052,0.0000,0.550,4.624,7.270,0.000,0
179,8.961,37.095,28.800,0.0259,10.534,0.1000,0.0088,0.0000,0.420,4.001,7.270,0.000,0
180,9.023,37.013,28.800,0.0238,12.476,0.1000,0.0064,0.0000,0.411,4.001,7.236,0.000,0
181,9.085,37.012,28.800,0.0185,11.624,0.1000,0.0064,0.0000,0.466,4.001,7.201,0.000,0
183,9.154,36.949,28.800,0.0220,9.143,0.1000,0.0045,0.0000,0.365,3.376,7.213,0.000,0
184,9.217,37.117,28.800,0.0196,10.508,0.1000,0.0095,0.0000,0.392,3.376,7.173,0.000,0
185,9.281,37.146,28.800,0.0141,9.541,0.1000,0.0104,0.0000,0.157,3.376,7.132,0.000,0
186,9.341,37.011,28.800,0.0080,6.973,0.1000,0.0063,0.0000,0.164,3.376,7.089,0.000,0
188,9.405,36.885,28.800,0.0135,3.972,0.1000,0.0026,0.0000,0.104,2.700,7.096,0.000,0
189,9.469,36.938,28.800,0.0141,6.247,0.1000,0.0042,0.0000,0.223,2.700,7.051,0.000,0
190,9.532,37.221,28.800,0.0118,6.799,0.1000,0.0126,0.0000,0.170,2.700,7.004,0.000,0
191,9.595,37.166,28.800,0.0083,5.904,0.1000,0.0110,0.0000,0.107,2.700,6.957,0.000,0
193,9.662,37.038,28.800,0.1018,4.250,0.1000,0.0071,0.0000,0.067,-2.076,6.958,0.000,0
194,9.728,37.162,28.800,0.1469,17.629,0.1000,0.0109,0.0000,0.386,-2.076,6.903,0.000,0
196,9.802,37.115,28.800,0.1664,35.014,0.1000,0.0095,0.0000,0.816,-2.076,6.840,0.000,0
197,9.865,37.109,28.800,0.1686,52.185,0.1000,0.0093,0.0000,1.410,-2.076,6.767,0.000,0
198,9.928,36.970,28.800,0.1692,66.759,0.1000,0.0051,0.0000,1.816,-2.783,6.723,0.000,0
199,9.992,36.975,28.800,0.1512,79.376,0.1000,0.0053,0.0000,2.035,-2.783,6.627,0.000,0
201,10.054,36.894,28.800,0.1210,74.178,0.1000,0.0028,0.0000,2.031,-2.783,6.522,0.000,0
202,10.115,37.039,28.800,0.0829,60.316,0.1000,0.0072,0.0000,2.036,-2.783,6.407,0.000,0
203,10.175,36.882,28.800,0.0529,42.272,0.1000,0.0025,0.0000,1.634,-3.372,6.303,0.000,0
204,10.237,36.991,28.800,0.0182,27.315,0.1000,0.0057,0.0000,1.049,-3.372,6.180,0.000,0
205,10.300,36.944,28.800,-0.0138,10.151,0.1000,0.0043,0.0000,0.661,-3.372,6.054,0.000,0
207,10.366,37.011,28.800,-0.0392,-4.196,0.1000,0.0063,0.0000,0.142,-3.372,5.928,0.000,0
208,10.430,36.798,28.800,-0.0558,-15.804,0.3776,0.0000,0.0000,-0.012,-3.372,5.797,0.000,0
209,10.494,38.031,28.800,-0.0530,-26.380,0.1000,0.0369,0.0000,-0.423,-3.968,5.671,0.000,0
211,10.558,37.469,28.800,-0.0483,-25.805,0.1000,0.0201,0.0000,-0.904,-3.968,5.550,0.000,0
212,10.633,37.455,28.800,-0.0401,-23.771,0.1000,0.0197,0.0000,-0.906,-3.968,5.435,0.000,0
213,10.699,37.196,28.800,-0.0297,-20.022,0.1000,0.0119,0.0000,-0.752,-3.968,5.321,0.000,0
215,10.763,37.150,28.800,-0.0038,-14.932,0.1000,0.0105,0.0000,-0.629,-4.703,5.210,0.000,0
216,10.824,37.755,28.800,0.0132,-2.902,0.1000,0.0287,0.0000,-0.227,-4.703,5.103,0.000,0
217,10.885,37.535,28.800,0.0239,6.036,0.1000,0.0221,0.0000,0.216,-4.703,4.994,0.000,0
218,10.950,37.455,28.800,0.0278,11.671,0.1000,0.0196,0.0000,0.462,-4.703,4.890,0.000,0
220,11.011,37.165,28.800,0.0450,13.762,0.1000,0.0109,0.0000,0.509,-5.632,4.784,0.000,0
221,11.072,37.244,28.800,0.0474,21.425,0.1000,0.0133,0.0000,0.491,-5.632,4.678,0.000,0
222,11.133,37.295,28.800,0.0415,23.043,0.1000,0.0149,0.0000,0.751,-5.632,4.566,0.000,0
223,11.192,37.241,28.800,0.0301,20.822,0.1000,0.0132,0.0000,0.787,-5.632,4.452,0.000,0
225,11.265,37.103,28.800,0.0144,15.248,0.1000,0.0091,0.0000,0.463,-5.632,4.330,0.000,0
226,11.328,37.127,28.800,0.0217,7.402,0.1000,0.0098,0.0000,0.279,-6.633,4.130,0.000,0
227,11.386,37.278,28.800,0.0187,10.164,0.1000,0.0144,0.0000,0.267,-6.633,4.007,0.000,0
228,11.447,37.295,28.800,0.0118,9.358,0.1000,0.0149,0.0000,0.164,-6.633,3.882,0.000,0
230,11.510,37.167,28.800,0.0032,6.253,0.1000,0.0110,0.0000,0.054,-6.633,3.756,0.000,0
231,11.574,37.186,28.800,0.0359,1.826,0.2200,0.0116,0.0000,-0.056,-7.646,3.176,0.000,0
232,11.638,37.885,28.800,0.0491,11.248,0.2200,0.0326,0.0000,0.085,-7.646,3.064,0.000,0
234,11.709,38.084,28.800,0.0526,22.408,0.2200,0.0385,0.0000,0.498,-7.646,2.946,0.000,0
235,11.773,38.295,28.800,0.0485,26.300,0.2200,0.0448,0.0000,0.916,-7.646,2.819,0.000,0
236,11.835,38.558,28.800,0.0935,24.613,0.2200,0.0528,0.0000,0.843,-8.645,1.957,0.000,0
237,11.897,38.917,28.800,0.1061,34.331,0.2200,0.0635,0.0000,0.862,-8.645,1.854,0.000,0
239,11.972,39.097,28.800,0.1024,45.761,0.2200,0.0689,0.0000,1.336,-8.645,1.744,0.000,0
240,12.034,39.146,28.800,0.0863,50.843,0.2200,0.0704,0.0000,1.504,-8.645,1.617,0.000,0
241,12.096,39.299,28.800,0.1148,43.838,0.2200,0.0750,0.0000,1.267,-9.495,0.745,0.000,0
243,12.156,39.672,28.800,0.1126,51.882,0.2200,0.0861,0.0000,1.308,-9.495,0.638,0.000,0
244,12.218,39.682,28.800,0.0958,54.933,0.2200,0.0865,0.0000,1.626,-9.495,0.525,0.000,0
245,12.279,39.824,28.800,0.0691,48.092,0.2200,0.0907,0.0000,1.517,-9.495,0.401,0.000,0
246,12.345,39.933,28.800,0.0857,35.346,0.3200,0.0940,0.0000,1.031,-10.185,-0.482,0.000,0
248,12.411,40.671,28.800,0.0771,41.158,0.3200,0.1161,0.0000,1.002,-10.185,-0.596,0.000,0
249,12.475,40.896,28.800,0.0567,37.474,0.3200,0.1229,0.0000,1.110,-10.185,-0.724,0.000,0
250,12.543,41.193,28.800,0.0293,28.228,0.3200,0.1318,0.0000,0.810,-10.185,-0.861,0.000,0
252,12.610,41.383,28.800,0.0562,14.410,0.3200,0.1375,1.0000,0.426,-10.846,-1.907,0.000,0
253,12.676,41.792,28.800,0.0583,22.745,0.3200,0.1498,1.0000,0.415,-10.846,-2.016,0.000,0
254,12.743,41.097,28.800,0.0500,27.473,0.3200,0.1289,1.0000,0.776,-10.846,-2.134,0.000,0
256,12.806,39.779,28.800,0.0350,25.381,0.3200,0.0894,1.0000,0.816,-10.846,-2.257,0.000,0
257,12.866,39.198,28.800,0.0848,18.242,0.3200,0.0719,1.0000,0.664,-11.514,-3.463,0.000,0
258,12.927,38.375,28.800,0.1007,27.138,0.3200,0.0472,0.0000,0.621,-11.514,-3.533,0.000,0
259,12.991,38.515,28.800,0.1010,38.264,0.3200,0.0515,0.0000,0.954,-11.514,-3.607,0.000,0
260,13.050,39.190,28.800,0.0929,48.886,0.3200,0.0717,0.0000,1.467,-11.514,-3.688,0.000,0
262,13.111,39.973,28.800,0.0763,46.449,0.3200,0.0952,0.0000,1.438,-11.514,-3.778,0.000,0
263,13.170,40.089,28.800,0.1249,38.628,0.3200,0.0987,0.0000,1.136,-12.123,-4.984,0.000,0
264,13.231,40.393,28.800,0.1353,46.940,0.3200,0.1078,0.0000,1.212,-12.123,-5.041,0.000,0
265,13.291,40.203,28.800,0.1260,57.864,0.3200,0.1021,0.0000,1.550,-12.123,-5.110,0.000,0
267,13.352,40.515,28.800,0.1049,61.583,0.3200,0.1115,0.0000,1.686,-12.123,-5.191,0.000,0
268,13.411,41.046,28.800,0.0752,52.649,0.3200,0.1274,0.0000,1.382,-12.123,-5.282,0.000,0
269,13.471,41.511,28.800,0.1138,37.490,0.3200,0.1413,0.0000,1.051,-12.699,-6.420,0.000,0
270,13.530,41.866,28.800,0.1156,44.356,0.3200,0.1520,0.0000,0.958,-12.699,-6.474,0.000,0
271,13.593,41.468,28.800,0.1001,53.321,0.3200,0.1400,0.0000,1.205,-12.699,-6.539,0.000,0
273,13.652,41.778,28.800,0.0748,47.826,0.3200,0.1493,0.0000,1.076,-12.699,-6.618,0.000,0
274,13.717,42.281,28.800,0.1191,36.030,0.3200,0.1644,0.0000,0.850,-13.317,-7.694,0.000,0
275,13.779,42.728,28.800,0.1247,44.733,0.3200,0.1778,0.0000,0.839,-13.317,-7.741,0.000,0
276,13.839,42.029,28.800,0.1113,55.797,0.3200,0.1569,0.0000,1.144,-13.317,-7.799,0.000,0
277,13.897,42.890,28.800,0.0879,53.198,0.3200,0.1827,0.0000,1.176,-13.317,-7.869,0.000,0
279,13.959,42.633,28.800,0.1268,42.573,0.3200,0.1750,0.0000,0.986,-13.981,-8.747,0.000,0
280,14.025,43.098,28.800,0.1294,50.494,0.3200,0.1889,0.0000,0.987,-13.981,-8.789,0.000,0
281,14.085,42.776,28.800,0.1131,60.239,0.3200,0.1793,0.0000,1.309,-13.981,-8.844,0.000,0
283,14.154,43.167,28.800,0.0854,54.104,0.3200,0.1910,0.0000,1.229,-13.981,-8.915,0.000,0
284,14.213,43.138,28.800,0.1101,40.775,0.3200,0.1901,0.0000,0.802,-14.660,-9.624,0.000,0
285,14.280,42.978,28.800,0.1032,48.116,0.3200,0.1853,0.0000,0.881,-14.660,-9.676,0.000,0
286,14.340,43.358,28.800,0.0826,47.866,0.3200,0.1967,0.0000,1.069,-14.660,-9.740,0.000,0
288,14.407,43.424,28.800,0.1153,39.262,0.3200,0.1987,0.0000,0.694,-15.469,-10.416,0.000,0
289,14.468,43.370,28.800,0.1148,47.088,0.3200,0.1971,0.0000,0.840,-15.469,-10.462,0.000,0
290,14.531,43.720,28.800,0.0987,52.964,0.3200,0.2076,0.0000,1.175,-15.469,-10.520,0.000,0
291,14.596,43.309,28.800,0.1332,47.020,0.3200,0.1953,0.0000,1.004,-16.264,-11.192,0.000,0
293,14.656,43.334,28.800,0.1316,55.720,0.3200,0.1960,0.0000,1.036,-16.264,-11.238,0.000,0
294,14.727,43.736,28.800,0.1121,61.327,0.3200,0.2081,0.0000,1.376,-16.264,-11.299,0.000,0
295,14.795,43.714,28.800,0.1326,53.438,0.3200,0.2074,0.0000,1.200,-16.671,-11.964,0.000,0
