tick,stage,speed_kph,steering_cmd_norm,steering_wheel_deg,steering_input,throttle_cmd,brake_cmd,lane_offset,lane_confidence,route_heading_error_deg,route_lookahead_m,route_speed_target_kph,route_curve_speed_cap_kph,route_preview_curvature,route_preview_distance_m,route_progress_index,sensor_near_offset,sensor_far_offset,sensor_heading_hint,sensor_curvature_hint,sensor_width_norm,sensor_sample_count,sensor_speed_target_kph,sensor_curve_speed_cap_kph,sensor_obstacle_speed_cap_kph,sensor_lateral_accel_cap_kph,sensor_depth_min_m,sensor_close_fraction,sensor_lateral_accel_mps2,imitation_pred_norm,imitation_speed_target_kph,imitation_blend,control_phase,throttle_cap,damage
1,ai,7.964,0.000000,-5.162,0.013264,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
2,ai,10.300,0.000000,-4.279,0.009231,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
3,ai,16.304,0.000000,-0.789,0.000795,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
4,ai,28.261,0.000000,1.423,-0.003904,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
5,ai,39.389,0.000000,3.243,-0.007409,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
6,ai,51.536,0.000000,-0.073,0.000888,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
7,ai,61.966,0.000000,-0.747,0.001550,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
8,ai,79.754,0.000000,-0.317,0.000841,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
9,ai,74.407,0.000000,-0.403,0.001018,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
10,ai,84.494,0.000000,-0.231,0.000510,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
11,ai,92.228,0.000000,0.154,-0.000536,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
12,ai,102.973,0.000000,-0.342,0.001400,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
13,ai,106.471,0.000000,-0.687,0.001453,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
14,ai,115.235,0.000000,-0.350,0.000669,0.000000,0.000000,0.000000,1.000,0.000,0.000,0.000,0.000,0.000000,0.000,0,0.000000,0.000000,0.000000,0.000000,0.000000,0,142.000,0.000,0.000,0.000,inf,0.000000,0.000000,0.000000,142.000,0.000000,coast,0.600000,0.000
