tick,time_s,speed_kph,target_speed_kph,steering,steering_wheel_deg,throttle,brake,parking,slip_deg,target_slip_deg,lateral_error_m,damage,laps
39,1.976,22.612,45.100,0.2440,-100.222,0.6781,0.0000,0.0000,-3.786,3.236,3.161,0.000,0
40,2.043,23.539,45.100,0.2739,-108.364,0.6765,0.0000,0.0000,-3.519,3.236,3.224,0.000,0
42,2.107,24.422,45.100,0.3079,-117.738,0.6361,0.0000,0.0000,-4.050,3.236,3.296,0.000,0
43,2.170,25.596,45.100,0.3488,-127.807,0.6221,0.0000,0.0000,-3.953,3.236,3.378,0.000,0
44,2.231,27.107,45.100,0.3959,-139.262,0.5781,0.0000,0.0000,-4.355,3.236,3.475,0.000,0
45,2.292,28.409,45.100,0.4498,-152.032,0.5401,0.0000,0.0000,-4.701,3.236,3.585,0.000,0
47,2.351,29.665,45.100,0.5126,-166.029,0.5410,0.0000,0.0000,-4.277,3.236,3.704,0.000,0
48,2.409,30.760,45.100,0.5736,-181.370,0.5492,0.0000,0.0000,-4.311,3.676,3.836,0.000,0
49,2.484,32.117,45.100,0.6510,-198.457,0.5523,0.0000,0.0000,-3.741,3.676,3.989,0.000,0
50,2.550,33.538,45.100,0.7458,-218.746,0.5586,0.0000,0.0000,-3.075,3.676,4.169,0.000,0
52,2.611,34.698,45.100,0.8537,-240.772,0.5642,0.0000,0.0000,-2.519,3.676,4.362,0.000,0
53,2.670,35.682,45.100,0.9751,-264.798,0.5905,0.0000,0.0000,-1.554,3.676,4.571,0.000,0
54,2.737,36.740,45.100,1.0000,-291.267,0.6326,0.0000,0.0000,-0.197,3.676,4.794,0.000,0
55,2.797,38.190,45.100,1.0000,-315.808,0.5472,0.0000,0.0000,1.627,3.676,5.032,0.000,0
57,2.858,39.250,45.100,1.0000,-336.501,0.4479,0.0000,0.0000,3.779,3.921,5.281,0.000,0
58,2.921,39.610,45.100,1.0000,-353.908,0.3564,0.0000,0.0000,6.210,3.921,5.544,0.000,0
59,2.979,39.685,45.100,1.0000,-368.323,0.3552,0.0000,0.0000,8.538,3.921,5.814,0.000,0
61,3.061,39.144,45.100,1.0000,-384.280,0.3638,0.0000,0.0000,11.656,3.921,6.103,0.000,0
62,3.129,38.805,45.100,1.0000,-399.596,0.1662,0.0000,0.0000,14.968,3.921,6.418,0.000,0
64,3.203,36.831,45.100,1.0000,-415.147,0.1804,0.0000,0.0000,18.588,3.921,6.750,0.000,0
65,3.275,35.078,45.100,1.0000,-416.841,0.1930,0.0000,0.0000,22.386,3.921,7.097,0.000,0
67,3.365,33.950,45.100,1.0000,-417.973,0.2011,0.0000,0.0000,26.523,3.921,7.458,0.000,0
68,3.447,32.125,45.100,1.0000,-419.623,0.2143,0.0000,0.0000,31.039,3.947,7.849,0.000,0
70,3.522,30.772,45.100,1.0000,-421.379,0.2241,0.0000,0.0000,35.882,3.947,8.241,0.000,0
72,3.603,30.195,45.100,1.0000,-422.820,0.2282,0.0000,0.0000,40.876,3.947,8.627,0.000,0
73,3.686,28.106,45.100,1.0000,-424.863,0.2432,0.0000,0.0000,46.104,3.947,9.016,0.000,0
75,3.761,27.399,45.100,1.0000,-426.215,0.2483,0.0000,0.0000,51.491,3.947,9.396,0.000,0
76,3.824,26.473,45.100,1.0000,-425.537,0.2550,0.0000,0.0000,57.240,3.947,9.741,0.000,0
77,3.890,25.453,45.100,1.0000,-427.243,0.2623,0.0000,0.0000,62.256,3.947,10.056,0.000,0
79,3.963,24.464,45.100,1.0000,-428.581,0.2695,0.0000,0.0000,68.431,3.947,10.355,0.000,0
80,4.035,23.542,45.100,1.0000,-430.862,0.2761,0.0000,0.0000,74.846,3.947,10.644,0.000,0
82,4.102,23.788,45.100,1.0000,-432.826,0.2743,0.0000,0.0000,81.707,3.947,10.917,0.000,0
83,4.167,23.300,45.100,1.0000,-434.543,0.2779,0.0000,0.0000,89.213,3.947,11.167,0.000,0
84,4.245,23.399,45.100,1.0000,-435.553,0.2771,0.0000,0.0000,96.682,3.947,11.404,0.000,0
86,4.316,22.587,45.100,1.0000,-435.646,0.2830,0.0000,0.0000,103.436,3.947,11.639,0.000,0
87,4.382,21.709,45.100,1.0000,-437.028,0.2893,0.0000,0.0000,108.606,3.947,11.868,0.000,0
88,4.445,21.833,45.100,0.9800,-437.272,0.2884,0.0000,0.0000,112.772,3.947,12.085,0.000,0
90,4.506,20.752,45.100,1.0000,-429.590,0.2962,0.0000,0.0000,116.346,3.947,12.284,0.000,0
91,4.573,20.953,45.100,1.0000,-438.435,0.2948,0.0000,0.0000,119.464,3.947,12.470,0.000,0
92,4.640,20.756,45.100,1.0000,-439.670,0.2962,0.0000,0.0000,122.028,3.947,12.648,0.000,0
